scope,arch,definition,workload,group,model,exp_dir,turn,correctness,count,total,fraction
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,12,Kernel Execution Timeout,2,28,0.071429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,13,Numerical error,9,28,0.321429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,13,Runtime error,9,28,0.321429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,13,Compilation error,6,28,0.214286
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,13,Kernel Execution Timeout,4,28,0.142857
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,14,Runtime error,11,28,0.392857
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,14,Numerical error,10,28,0.357143
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,14,Kernel Execution Timeout,4,28,0.142857
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,14,Correct,2,28,0.071429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,14,Compilation error,1,28,0.035714
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,15,Numerical error,11,28,0.392857
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,15,Runtime error,10,28,0.357143
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,15,Kernel Execution Timeout,3,28,0.107143
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,15,Compilation error,2,28,0.071429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,15,Correct,2,28,0.071429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,16,Numerical error,11,28,0.392857
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,16,Runtime error,9,28,0.321429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,16,Kernel Execution Timeout,4,28,0.142857
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,16,Compilation error,3,28,0.107143
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,16,Correct,1,28,0.035714
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,17,Numerical error,16,28,0.571429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,17,Runtime error,9,28,0.321429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,17,Compilation error,1,28,0.035714
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,17,Correct,1,28,0.035714
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,17,Kernel Execution Timeout,1,28,0.035714
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,18,Numerical error,12,28,0.428571
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,18,Runtime error,11,28,0.392857
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,18,Compilation error,2,28,0.071429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,18,Kernel Execution Timeout,2,28,0.071429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,18,Correct,1,28,0.035714
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,19,Numerical error,14,28,0.500000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,19,Runtime error,7,28,0.250000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,19,Kernel Execution Timeout,3,28,0.107143
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,19,Compilation error,2,28,0.071429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,19,Correct,2,28,0.071429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,0,Compilation error,8,20,0.400000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,0,Correct,5,20,0.250000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,0,Runtime error,3,20,0.150000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,0,Extraction error,2,20,0.100000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,0,Numerical error,2,20,0.100000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,1,Runtime error,11,20,0.550000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,1,Correct,4,20,0.200000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,1,Compilation error,3,20,0.150000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,1,Extraction error,1,20,0.050000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,1,Kernel Execution Timeout,1,20,0.050000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,2,Runtime error,10,20,0.500000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,2,Compilation error,3,20,0.150000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,2,Correct,2,20,0.100000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,2,Extraction error,2,20,0.100000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,2,Kernel Execution Timeout,2,20,0.100000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,2,Numerical error,1,20,0.050000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,3,Runtime error,12,20,0.600000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,3,Correct,3,20,0.150000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,3,Compilation error,2,20,0.100000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,3,Kernel Execution Timeout,2,20,0.100000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,3,Numerical error,1,20,0.050000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,4,Runtime error,15,20,0.750000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,4,Compilation error,2,20,0.100000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,4,Correct,2,20,0.100000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,4,Numerical error,1,20,0.050000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,5,Runtime error,11,20,0.550000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,5,Correct,4,20,0.200000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,5,Compilation error,3,20,0.150000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,5,Extraction error,1,20,0.050000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,5,Kernel Execution Timeout,1,20,0.050000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,6,Runtime error,14,20,0.700000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,6,Correct,3,20,0.150000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,6,Compilation error,1,20,0.050000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,6,Kernel Execution Timeout,1,20,0.050000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,6,Numerical error,1,20,0.050000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,7,Runtime error,14,20,0.700000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,7,Correct,3,20,0.150000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,7,Compilation error,2,20,0.100000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,7,Numerical error,1,20,0.050000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,0,Compilation error,13,20,0.650000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,0,Extraction error,4,20,0.200000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,0,Numerical error,2,20,0.100000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,0,Runtime error,1,20,0.050000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,1,Compilation error,15,20,0.750000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,1,Kernel Execution Timeout,2,20,0.100000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,1,Numerical error,1,20,0.050000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,1,Other error,1,20,0.050000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,1,Runtime error,1,20,0.050000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,2,Compilation error,11,20,0.550000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,2,Runtime error,4,20,0.200000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,2,Kernel Execution Timeout,2,20,0.100000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,2,Numerical error,2,20,0.100000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,2,Other error,1,20,0.050000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,3,Compilation error,8,20,0.400000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,3,Runtime error,4,20,0.200000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,3,Kernel Execution Timeout,3,20,0.150000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,3,Numerical error,3,20,0.150000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,3,Extraction error,1,20,0.050000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,3,Other error,1,20,0.050000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,4,Runtime error,8,20,0.400000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,4,Compilation error,7,20,0.350000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,4,Kernel Execution Timeout,3,20,0.150000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,4,Numerical error,2,20,0.100000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,5,Compilation error,9,20,0.450000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,5,Runtime error,8,20,0.400000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,5,Kernel Execution Timeout,2,20,0.100000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,5,Numerical error,1,20,0.050000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,6,Compilation error,9,20,0.450000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,6,Runtime error,7,20,0.350000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,6,Kernel Execution Timeout,4,20,0.200000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,7,Runtime error,8,20,0.400000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,7,Compilation error,7,20,0.350000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,7,Kernel Execution Timeout,4,20,0.200000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,7,Numerical error,1,20,0.050000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,0,Compilation error,16,20,0.800000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,0,Kernel Execution Timeout,2,20,0.100000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,0,Extraction error,1,20,0.050000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,0,Numerical error,1,20,0.050000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,1,Compilation error,9,20,0.450000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,1,Runtime error,4,20,0.200000
definition_by_turn,hopper,mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,1,Kernel Execution Timeout,3,20,0.150000
