definition,file,tensor,dtype,shape,numel,finite_count,nan_count,posinf_count,neginf_count,zero_count,min,max,mean,std,absmax,absmax_count,q001,q01,q50,q99,q999
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_d19bde5e62fa40aa9bbe332e9c68788a.safetensors,O,float8_e4m3fn,"[4, 48, 1024, 128]",25165824,25165824,0,0,0,22013,-320.0,256.0,-0.006873821917300423,3.2056726148176877,320.0,5,-3.25,-2.25,0.0,2.25,3.25
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_d19bde5e62fa40aa9bbe332e9c68788a.safetensors,LSE,float32,"[4, 48, 1024]",196608,196608,0,0,0,0,9.774702072143555,5840.2626953125,63.289350679183066,204.35478767419295,5840.2626953125,1,14.147183418273926,16.99948501586914,32.37773132324219,1050.36181640625,2805.203125
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_ebb3499c50644629a408d1276e289ecf.safetensors,O,float8_e4m3fn,"[4, 48, 512, 128]",12582912,12582912,0,0,0,10938,-288.0,288.0,-0.012396497186273336,3.145412802679429,288.0,82,-3.25,-2.25,-0.00390625,2.25,3.25
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_ebb3499c50644629a408d1276e289ecf.safetensors,LSE,float32,"[4, 48, 512]",98304,98304,0,0,0,0,6.808764457702637,5585.35009765625,44.43639749821159,143.68367585812672,5585.35009765625,1,9.504938125610352,12.226113319396973,27.34261703491211,557.7452392578125,2172.006591796875
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_fbfd3d23a9344daabd0b67cbd3017474.safetensors,O,float8_e4m3fn,"[4, 48, 16384, 128]",402653184,402653184,0,0,0,375889,-416.0,352.0,0.00011831731535494328,3.0668968029690364,416.0,44,-3.25,-2.25,0.0,2.25,3.25
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_fbfd3d23a9344daabd0b67cbd3017474.safetensors,LSE,float32,"[4, 48, 16384]",3145728,3145728,0,0,0,0,27.66023826599121,12652.0751953125,202.40402364509524,543.7589367440149,12652.0751953125,1,33.989681243896484,37.59790802001953,55.532012939453125,2899.205078125,4949.53857421875
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_4fcd24d685724b43978def26d3b73b47.safetensors,O,float8_e4m3fn,"[4, 48, 512, 128]",12582912,12582912,0,0,0,12360,-352.0,288.0,-0.001239156350493431,3.180682285107628,352.0,3,-3.5,-2.25,-0.001953125,2.25,3.75
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_4fcd24d685724b43978def26d3b73b47.safetensors,LSE,float32,"[4, 48, 512]",98304,98304,0,0,0,0,-28.546825408935547,7114.58984375,30.20132122394229,107.86846818474028,7114.58984375,1,-0.2849890887737274,2.2742815017700195,20.657569885253906,183.23709106445312,1668.0079345703125
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_504c55955bf7423498a4ee6254af8c8f.safetensors,O,float8_e4m3fn,"[4, 48, 4096, 128]",100663296,100663296,0,0,0,93948,-384.0,384.0,0.002384849106116841,3.0369507681139707,384.0,3,-3.5,-2.25,0.00390625,2.25,3.5
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_504c55955bf7423498a4ee6254af8c8f.safetensors,LSE,float32,"[4, 48, 4096]",786432,786432,0,0,0,0,-30.529516220092773,7717.58740234375,85.1683853601054,272.27794824486864,7717.58740234375,1,2.0331530570983887,6.270666599273682,37.01921081542969,1469.52734375,3287.767578125
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_5a4a16aa8988486497067e36c606a197.safetensors,O,float8_e4m3fn,"[4, 48, 16384, 128]",402653184,402653184,0,0,0,371332,-384.0,448.0,-0.0015883874924232562,3.2080412830393024,448.0,3,-3.25,-2.25,0.0,2.25,3.25
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_5a4a16aa8988486497067e36c606a197.safetensors,LSE,float32,"[4, 48, 16384]",3145728,3145728,0,0,0,0,-41.24466323852539,10807.298828125,152.180610882513,437.85584557673997,10807.298828125,1,3.803129196166992,15.081047058105469,48.73499298095703,2406.12060546875,4421.93505859375
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_675e0bb1e0ff46dcaace45174acb8006.safetensors,O,float8_e4m3fn,"[4, 48, 16384, 128]",402653184,402653184,0,0,0,371332,-384.0,448.0,-0.0015883874924232562,3.2080412830393024,448.0,3,-3.25,-2.25,0.0,2.25,3.25
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_675e0bb1e0ff46dcaace45174acb8006.safetensors,LSE,float32,"[4, 48, 16384]",3145728,3145728,0,0,0,0,-41.24466323852539,10807.298828125,152.180610882513,437.85584557673997,10807.298828125,1,3.803129196166992,15.081047058105469,48.73499298095703,2406.12060546875,4421.93505859375
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_905e9f07b43846659d3addba30ac112f.safetensors,O,float8_e4m3fn,"[4, 48, 8192, 128]",201326592,201326592,0,0,0,184568,-384.0,352.0,-0.0003291498578619212,3.137589485735856,384.0,2,-3.5,-2.25,0.001953125,2.25,3.25
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_905e9f07b43846659d3addba30ac112f.safetensors,LSE,float32,"[4, 48, 8192]",1572864,1572864,0,0,0,0,-19.451683044433594,11196.126953125,117.10069730083524,352.78713755234094,11196.126953125,1,2.9424376487731934,10.240927696228027,42.92720031738281,1907.888671875,3816.500244140625
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_939826937e844c2fbe36ec53f7e747b6.safetensors,O,float8_e4m3fn,"[4, 48, 4096, 128]",100663296,100663296,0,0,0,93948,-384.0,384.0,0.002384849106116841,3.0369507681139707,384.0,3,-3.5,-2.25,0.00390625,2.25,3.5
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_939826937e844c2fbe36ec53f7e747b6.safetensors,LSE,float32,"[4, 48, 4096]",786432,786432,0,0,0,0,-30.529516220092773,7717.58740234375,85.1683853601054,272.27794824486864,7717.58740234375,1,2.0331530570983887,6.270666599273682,37.01921081542969,1469.52734375,3287.767578125
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_b16028a341a54a2a9d6ccb9006c44c50.safetensors,O,float8_e4m3fn,"[4, 48, 1024, 128]",25165824,25165824,0,0,0,25870,-352.0,448.0,0.0037838773181041083,2.991003871969456,448.0,1,-3.5,-2.25,0.001953125,2.25,3.25
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_b16028a341a54a2a9d6ccb9006c44c50.safetensors,LSE,float32,"[4, 48, 1024]",196608,196608,0,0,0,0,-43.928794860839844,6737.35693359375,42.46078557960424,151.29751149054934,6737.35693359375,1,0.406748503446579,3.1441454887390137,25.688228607177734,582.3580932617188,2223.327880859375
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_b8dcd2a929fc4502b3c6f606f70a6f77.safetensors,O,float8_e4m3fn,"[4, 48, 1024, 128]",25165824,25165824,0,0,0,25870,-352.0,448.0,0.0037838773181041083,2.991003871969456,448.0,1,-3.5,-2.25,0.001953125,2.25,3.25
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_b8dcd2a929fc4502b3c6f606f70a6f77.safetensors,LSE,float32,"[4, 48, 1024]",196608,196608,0,0,0,0,-43.928794860839844,6737.35693359375,42.46078557960424,151.29751149054934,6737.35693359375,1,0.406748503446579,3.1441454887390137,25.688228607177734,582.3580932617188,2223.327880859375
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_b91811718a594da399e36b50080bb432.safetensors,O,float8_e4m3fn,"[4, 48, 512, 128]",12582912,12582912,0,0,0,12360,-352.0,288.0,-0.001239156350493431,3.180682285107628,352.0,3,-3.5,-2.25,-0.001953125,2.25,3.75
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_b91811718a594da399e36b50080bb432.safetensors,LSE,float32,"[4, 48, 512]",98304,98304,0,0,0,0,-28.546825408935547,7114.58984375,30.20132122394229,107.86846818474028,7114.58984375,1,-0.2849890887737274,2.2742815017700195,20.657569885253906,183.23709106445312,1668.0079345703125
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_ed6b56ed686e4d7f9e735589c58091ea.safetensors,O,float8_e4m3fn,"[4, 48, 2048, 128]",50331648,50331648,0,0,0,47021,-384.0,352.0,0.004348598459425072,3.2152166411427485,384.0,1,-3.25,-2.25,0.0,2.25,3.5
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_ed6b56ed686e4d7f9e735589c58091ea.safetensors,LSE,float32,"[4, 48, 2048]",393216,393216,0,0,0,0,-23.73389434814453,8586.4775390625,60.96229790953544,209.5299756604879,8586.4775390625,1,1.2880347967147827,4.136569023132324,31.47243881225586,1033.1693115234375,2848.47509765625
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_f72fea9e301540269e8d92932fb4ca0d.safetensors,O,float8_e4m3fn,"[4, 48, 2048, 128]",50331648,50331648,0,0,0,47021,-384.0,352.0,0.004348598459425072,3.2152166411427485,384.0,1,-3.25,-2.25,0.0,2.25,3.5
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_f72fea9e301540269e8d92932fb4ca0d.safetensors,LSE,float32,"[4, 48, 2048]",393216,393216,0,0,0,0,-23.73389434814453,8586.4775390625,60.96229790953544,209.5299756604879,8586.4775390625,1,1.2880347967147827,4.136569023132324,31.47243881225586,1033.1693115234375,2848.47509765625
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_ffa96334798240ccb29c27e52a70f745.safetensors,O,float8_e4m3fn,"[4, 48, 8192, 128]",201326592,201326592,0,0,0,184568,-384.0,352.0,-0.0003291498578619212,3.137589485735856,384.0,2,-3.5,-2.25,0.001953125,2.25,3.25
fp8_mha_with_lse_d128_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128_causal/fp8_mha_with_lse_d128_causal_ffa96334798240ccb29c27e52a70f745.safetensors,LSE,float32,"[4, 48, 8192]",1572864,1572864,0,0,0,0,-19.451683044433594,11196.126953125,117.10069730083524,352.78713755234094,11196.126953125,1,2.9424376487731934,10.240927696228027,42.92720031738281,1907.888671875,3816.500244140625
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_09db219e061949a29fa6b3c05a6b4197.safetensors,O,float8_e4m3fn,"[4, 48, 1024, 256]",50331648,50331648,0,0,0,47452,-352.0,416.0,-0.0016940435937916238,3.1041638437020405,416.0,1,-3.5,-2.25,-0.0,2.25,3.25
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_09db219e061949a29fa6b3c05a6b4197.safetensors,LSE,float32,"[4, 48, 1024]",196608,196608,0,0,0,0,11.868185043334961,5638.54443359375,69.2466721872285,201.5485570858973,5638.54443359375,1,14.329533576965332,16.435819625854492,28.049123764038086,1102.53125,2289.601806640625
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_1234a39225d94ecd89efa960736ed4cd.safetensors,O,float8_e4m3fn,"[4, 48, 2048, 256]",100663296,100663296,0,0,0,94086,-384.0,416.0,0.001260150670229147,3.0656594799107615,416.0,3,-3.25,-2.25,0.0,2.25,3.25
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_1234a39225d94ecd89efa960736ed4cd.safetensors,LSE,float32,"[4, 48, 2048]",393216,393216,0,0,0,0,14.996942520141602,6079.94873046875,104.31540614190938,274.2579320372868,6079.94873046875,1,18.12258529663086,20.402875900268555,32.62482833862305,1455.6585693359375,2772.502685546875
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_274c28db4e3547cfbb51f83a34ec4f2f.safetensors,O,float8_e4m3fn,"[4, 48, 8192, 256]",402653184,402653184,0,0,0,389044,-448.0,416.0,-0.0004941193571236605,3.123704955720878,448.0,2,-3.5,-2.25,-0.001953125,2.25,3.25
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_274c28db4e3547cfbb51f83a34ec4f2f.safetensors,LSE,float32,"[4, 48, 8192]",1572864,1572864,0,0,0,0,22.019304275512695,8091.42919921875,198.84981759486618,436.77139285938216,8091.42919921875,1,25.648849487304688,28.176618576049805,41.788394927978516,2161.665283203125,3540.79052734375
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_2d7495d78f8f4b058534e30bb974c782.safetensors,O,float8_e4m3fn,"[4, 48, 512, 256]",25165824,25165824,0,0,0,23120,-416.0,448.0,0.005538283381611109,3.066750578524225,448.0,32,-3.5,-2.25,-0.001953125,2.25,3.25
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_2d7495d78f8f4b058534e30bb974c782.safetensors,LSE,float32,"[4, 48, 512]",98304,98304,0,0,0,0,8.30648136138916,4495.814453125,47.17231418188506,146.3132916264815,4495.814453125,1,10.766145706176758,12.716418266296387,23.971786499023438,748.9555053710938,1948.0115966796875
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_4b431b4099ba4dc9bcec2627a07ffc2c.safetensors,O,float8_e4m3fn,"[4, 48, 4096, 256]",201326592,201326592,0,0,0,197802,-352.0,448.0,-0.00036108202766627073,3.0448998497859256,448.0,1,-3.25,-2.25,-0.001953125,2.25,3.5
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_4b431b4099ba4dc9bcec2627a07ffc2c.safetensors,LSE,float32,"[4, 48, 4096]",786432,786432,0,0,0,0,18.453784942626953,7945.255859375,149.94492218111068,353.5042001870242,7945.255859375,1,21.99793243408203,24.30940818786621,37.2097053527832,1806.124755859375,3201.597412109375
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_652875c46db14a359c235d4c6c2aa01f.safetensors,O,float8_e4m3fn,"[4, 48, 512, 256]",25165824,25165824,0,0,0,23120,-416.0,448.0,0.005538283381611109,3.066750578524225,448.0,32,-3.5,-2.25,-0.001953125,2.25,3.25
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_652875c46db14a359c235d4c6c2aa01f.safetensors,LSE,float32,"[4, 48, 512]",98304,98304,0,0,0,0,8.30648136138916,4495.814453125,47.17231418188506,146.3132916264815,4495.814453125,1,10.766145706176758,12.716418266296387,23.971786499023438,748.9555053710938,1948.0115966796875
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_70744e272e45407889206336c9bb7d9e.safetensors,O,float8_e4m3fn,"[4, 48, 1024, 256]",50331648,50331648,0,0,0,47452,-352.0,416.0,-0.0016940435937916238,3.1041638437020405,416.0,1,-3.5,-2.25,-0.0,2.25,3.25
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_70744e272e45407889206336c9bb7d9e.safetensors,LSE,float32,"[4, 48, 1024]",196608,196608,0,0,0,0,11.868185043334961,5638.54443359375,69.2466721872285,201.5485570858973,5638.54443359375,1,14.329533576965332,16.435819625854492,28.049123764038086,1102.53125,2289.601806640625
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_7fb10dbc50c44b06861d3696641baa05.safetensors,O,float8_e4m3fn,"[4, 48, 16384, 256]",805306368,805306368,0,0,0,770683,-416.0,416.0,0.002816829456908939,3.1327262224741403,416.0,25,-3.25,-2.25,0.0,2.25,3.25
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_7fb10dbc50c44b06861d3696641baa05.safetensors,LSE,float32,"[4, 48, 16384]",3145728,3145728,0,0,0,0,24.354333877563477,9237.9755859375,243.88181414814062,518.7749472069703,9237.9755859375,1,29.34239959716797,31.83314323425293,45.801300048828125,2503.44140625,3889.638671875
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_aae0d50641df4ca782eb5435aa1d61d3.safetensors,O,float8_e4m3fn,"[4, 48, 8192, 256]",402653184,402653184,0,0,0,389044,-448.0,416.0,-0.0004941193571236605,3.123704955720878,448.0,2,-3.5,-2.25,-0.001953125,2.25,3.25
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_aae0d50641df4ca782eb5435aa1d61d3.safetensors,LSE,float32,"[4, 48, 8192]",1572864,1572864,0,0,0,0,22.019304275512695,8091.42919921875,198.84981759486618,436.77139285938216,8091.42919921875,1,25.648849487304688,28.176618576049805,41.788394927978516,2161.665283203125,3540.79052734375
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_b302762ce90a45d1a058656bf1803c47.safetensors,O,float8_e4m3fn,"[4, 48, 4096, 256]",201326592,201326592,0,0,0,197802,-352.0,448.0,-0.00036108202766627073,3.0448998497859256,448.0,1,-3.25,-2.25,-0.001953125,2.25,3.5
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_b302762ce90a45d1a058656bf1803c47.safetensors,LSE,float32,"[4, 48, 4096]",786432,786432,0,0,0,0,18.453784942626953,7945.255859375,149.94492218111068,353.5042001870242,7945.255859375,1,21.99793243408203,24.30940818786621,37.2097053527832,1806.124755859375,3201.597412109375
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_c581f31cb1754f5ba1a241c22b964c1d.safetensors,O,float8_e4m3fn,"[4, 48, 16384, 256]",805306368,805306368,0,0,0,770683,-416.0,416.0,0.002816829456908939,3.1327262224741403,416.0,25,-3.25,-2.25,0.0,2.25,3.25
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_c581f31cb1754f5ba1a241c22b964c1d.safetensors,LSE,float32,"[4, 48, 16384]",3145728,3145728,0,0,0,0,24.354333877563477,9237.9755859375,243.88181414814062,518.7749472069703,9237.9755859375,1,29.34239959716797,31.83314323425293,45.801300048828125,2503.44140625,3889.638671875
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_d9cb959bd42246608a649cbb79e81612.safetensors,O,float8_e4m3fn,"[4, 48, 2048, 256]",100663296,100663296,0,0,0,94086,-384.0,416.0,0.001260150670229147,3.0656594799107615,416.0,3,-3.25,-2.25,0.0,2.25,3.25
fp8_mha_with_lse_d256,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256/fp8_mha_with_lse_d256_d9cb959bd42246608a649cbb79e81612.safetensors,LSE,float32,"[4, 48, 2048]",393216,393216,0,0,0,0,14.996942520141602,6079.94873046875,104.31540614190938,274.2579320372868,6079.94873046875,1,18.12258529663086,20.402875900268555,32.62482833862305,1455.6585693359375,2772.502685546875
fp8_mha_with_lse_d256_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256_causal/fp8_mha_with_lse_d256_causal_012b8c3a999742418106eaf817078ea6.safetensors,O,float8_e4m3fn,"[4, 48, 8192, 256]",402653184,402653184,0,0,0,385149,-384.0,384.0,0.000252735573061121,3.077466839374948,384.0,135,-3.25,-2.25,0.001953125,2.25,3.25
fp8_mha_with_lse_d256_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256_causal/fp8_mha_with_lse_d256_causal_012b8c3a999742418106eaf817078ea6.safetensors,LSE,float32,"[4, 48, 8192]",1572864,1572864,0,0,0,0,-25.473373413085938,7636.59130859375,137.2828784717344,342.0542808857712,7636.59130859375,1,3.1880648136138916,11.403382301330566,35.98362731933594,1763.299560546875,3181.590576171875
fp8_mha_with_lse_d256_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256_causal/fp8_mha_with_lse_d256_causal_14e3ccc2285f4649b42784072207367b.safetensors,O,float8_e4m3fn,"[4, 48, 2048, 256]",100663296,100663296,0,0,0,96271,-448.0,352.0,0.002313381468411535,2.951912682816585,448.0,3,-3.25,-2.25,0.0,2.25,3.25
fp8_mha_with_lse_d256_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256_causal/fp8_mha_with_lse_d256_causal_14e3ccc2285f4649b42784072207367b.safetensors,LSE,float32,"[4, 48, 2048]",393216,393216,0,0,0,0,-15.853971481323242,6284.1865234375,67.11919051938834,204.99885470568296,6284.1865234375,1,1.1697957515716553,5.068734645843506,27.309581756591797,1099.828125,2444.608154296875
fp8_mha_with_lse_d256_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256_causal/fp8_mha_with_lse_d256_causal_344d34b0be394a30bb0628eb933c91a9.safetensors,O,float8_e4m3fn,"[4, 48, 8192, 256]",402653184,402653184,0,0,0,385149,-384.0,384.0,0.000252735573061121,3.077466839374948,384.0,135,-3.25,-2.25,0.001953125,2.25,3.25
fp8_mha_with_lse_d256_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256_causal/fp8_mha_with_lse_d256_causal_344d34b0be394a30bb0628eb933c91a9.safetensors,LSE,float32,"[4, 48, 8192]",1572864,1572864,0,0,0,0,-25.473373413085938,7636.59130859375,137.2828784717344,342.0542808857712,7636.59130859375,1,3.1880648136138916,11.403382301330566,35.98362731933594,1763.299560546875,3181.590576171875
fp8_mha_with_lse_d256_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256_causal/fp8_mha_with_lse_d256_causal_74aa95764f2747bd918e866ca0da886f.safetensors,O,float8_e4m3fn,"[4, 48, 4096, 256]",201326592,201326592,0,0,0,185987,-384.0,448.0,-0.000760745198931545,3.1325222638971133,448.0,2,-3.5,-2.25,0.00390625,2.25,3.25
fp8_mha_with_lse_d256_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256_causal/fp8_mha_with_lse_d256_causal_74aa95764f2747bd918e866ca0da886f.safetensors,LSE,float32,"[4, 48, 4096]",786432,786432,0,0,0,0,-21.160993576049805,6730.3447265625,97.92608973905821,269.0514880458833,6730.3447265625,1,2.1292808055877686,7.79058837890625,31.658960342407227,1419.977294921875,2804.35595703125
fp8_mha_with_lse_d256_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256_causal/fp8_mha_with_lse_d256_causal_7cee2ef9ae194124960e9136c99de9d8.safetensors,O,float8_e4m3fn,"[4, 48, 4096, 256]",201326592,201326592,0,0,0,185987,-384.0,448.0,-0.000760745198931545,3.1325222638971133,448.0,2,-3.5,-2.25,0.00390625,2.25,3.25
fp8_mha_with_lse_d256_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256_causal/fp8_mha_with_lse_d256_causal_7cee2ef9ae194124960e9136c99de9d8.safetensors,LSE,float32,"[4, 48, 4096]",786432,786432,0,0,0,0,-21.160993576049805,6730.3447265625,97.92608973905821,269.0514880458833,6730.3447265625,1,2.1292808055877686,7.79058837890625,31.658960342407227,1419.977294921875,2804.35595703125
fp8_mha_with_lse_d256_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256_causal/fp8_mha_with_lse_d256_causal_85b63b6f530e4c199376baba8e3fa8c9.safetensors,O,float8_e4m3fn,"[4, 48, 16384, 256]",805306368,805306368,0,0,0,759597,-416.0,384.0,-0.0023802563664503396,3.1022442007452247,416.0,27,-3.5,-2.25,0.0,2.25,3.5
fp8_mha_with_lse_d256_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d256_causal/fp8_mha_with_lse_d256_causal_85b63b6f530e4c199376baba8e3fa8c9.safetensors,LSE,float32,"[4, 48, 16384]",3145728,3145728,0,0,0,0,-16.44733428955078,8672.5869140625,180.7116869888459,420.67711039415025,8672.5869140625,1,4.3908796310424805,15.287178039550781,40.559635162353516,2107.76806640625,3536.470703125
