scope,definition,workload,turn,group,model,turn_rows,correct_rows,correct_rate,compile_error_rate,runtime_error_rate,timeout_rate,reasoning_token_rows,mean_prompt_tokens,median_prompt_tokens,mean_completion_tokens,median_completion_tokens,mean_reasoning_tokens,median_reasoning_tokens,mean_reasoning_fraction,median_reasoning_fraction,mean_content_chars,median_content_chars,mean_provider_visible_chars,median_provider_visible_chars,mean_provider_reasoning_chars,median_provider_reasoning_chars,mean_pre_code_chars,median_pre_code_chars,mean_code_chars,median_code_chars,mean_feedback_chars,median_feedback_chars,mean_code_block_count,unclosed_think_turns
definition_by_turn,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,3,sft,Qwen3.6-27B-fixit-v2-glm,20,1,0.05,0.2,0.45,0.1,20,57747.55,57480.5,30984.35,28306.5,21566.45,18592.5,0.656979435954166,0.6669913597854191,23825.9,24604.0,23825.9,24604.0,61827.25,53797.5,1.9,2.0,23814.5,24592.0,1802.75,1682.0,0.95,0
definition_by_turn,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,4,sft,Qwen3.6-27B-fixit-v2-glm,20,1,0.05,0.15,0.45,0.0,20,67812.9,67358.0,33953.05,30180.0,23937.65,19764.5,0.6663354155875395,0.6757602561091482,25393.85,25254.5,25393.85,25254.5,67580.0,57328.5,2.0,2.0,25381.85,25242.5,1673.55,1672.5,1.0,0
definition_by_turn,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,5,sft,Qwen3.6-27B-fixit-v2-glm,20,1,0.05,0.3,0.2,0.1,20,78451.95,77329.5,35372.65,35337.5,25761.85,25383.5,0.7101977021225614,0.716543446012252,24374.85,25165.5,24374.85,25165.5,71833.1,69879.5,1.9,2.0,24363.45,25153.5,1778.05,1566.5,0.95,0
definition_by_turn,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,6,sft,Qwen3.6-27B-fixit-v2-glm,20,0,0.0,0.15,0.5,0.1,20,88781.1,87155.5,30570.35,27979.0,20484.4,16833.5,0.6023759190309599,0.6326596049307782,25395.05,25279.5,25395.05,25279.5,58190.35,47922.0,2.0,2.0,25383.05,25267.5,2153.5,1649.0,1.0,0
definition_by_turn,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,7,sft,Qwen3.6-27B-fixit-v2-glm,20,2,0.1,0.1,0.55,0.05,20,99628.85,98067.5,29752.2,25365.5,19808.25,16522.5,0.6183703712131318,0.6215790824036568,25124.4,24607.0,25124.4,24607.0,57434.8,49793.5,2.0,2.0,25112.4,24595.0,1725.6,1649.5,1.0,0
definition_by_turn,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,0,baseline,Qwen3.6-27B,20,0,0.0,0.85,0.0,0.0,20,26798.0,26919.0,39418.85,17937.5,17085.95,10658.0,0.5230229049010023,0.5746118005369616,66013.7,19543.0,66013.7,19543.0,54947.0,33282.0,263.35,2.0,50530.75,19531.0,2144.1,1076.0,8.5,0
definition_by_turn,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,1,baseline,Qwen3.6-27B,20,0,0.0,0.65,0.1,0.15,20,49731.75,34467.0,17771.15,9438.5,7675.7,4036.0,0.3630154245354053,0.3896565429710078,29531.25,15306.5,29531.25,15306.5,23858.85,13091.5,172.3,2.0,25117.15,15294.5,839.15,807.5,2.1,0
definition_by_turn,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,2,baseline,Qwen3.6-27B,20,0,0.0,0.6,0.2,0.05,20,60094.6,40733.0,9978.25,9753.5,4128.45,4143.5,0.364310726996012,0.45013611439317414,17183.95,15371.5,17183.95,15371.5,14682.15,14705.5,79.65,2.0,16263.55,15359.5,1047.3,869.0,1.0,0
definition_by_turn,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,3,baseline,Qwen3.6-27B,20,0,0.0,0.55,0.35,0.05,20,66289.7,46515.5,10689.25,9864.0,4532.1,4369.5,0.3661912134062825,0.45749220765493276,17992.1,16565.5,17992.1,16565.5,14818.8,13506.5,71.15,2.0,17141.1,16553.5,897.65,779.5,1.05,0
definition_by_turn,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,4,baseline,Qwen3.6-27B,20,0,0.0,0.65,0.05,0.25,20,72754.1,52370.0,10520.5,10139.0,4419.3,4333.0,0.3561071451013984,0.42344707797140757,17610.7,15857.5,17610.7,15857.5,14209.0,13360.0,91.0,2.0,16701.6,15845.5,1136.75,906.0,0.95,0
definition_by_turn,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,5,baseline,Qwen3.6-27B,20,0,0.0,0.55,0.2,0.2,20,79215.45,59135.0,9658.65,7802.0,4096.4,1699.5,0.29502490378642765,0.22338310896385624,15747.7,15423.0,15747.7,15423.0,13148.6,6765.5,86.15,2.0,14963.95,15176.0,934.6,850.0,0.95,0
definition_by_turn,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,6,baseline,Qwen3.6-27B,20,0,0.0,0.35,0.3,0.2,20,85106.0,64946.0,7945.95,7561.0,2555.55,1839.0,0.2899751931458304,0.2926536798698345,15376.95,15117.5,15376.95,15117.5,8550.9,6567.0,64.8,2.0,14546.1,14550.0,926.05,810.5,0.95,0
definition_by_turn,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,7,baseline,Qwen3.6-27B,20,0,0.0,0.3,0.35,0.25,20,90817.85,70983.0,9817.3,9145.0,4122.05,4002.0,0.36266602264660003,0.4093469124102791,16340.75,15647.5,16340.75,15647.5,13827.55,11928.0,103.6,2.0,14911.05,15223.0,971.8,836.0,0.95,0
definition_by_turn,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,0,sft,Qwen3.6-27B-fixit-v2-glm,20,2,0.1,0.6,0.0,0.1,20,26798.0,26919.0,33227.5,30599.5,27372.65,25906.5,0.7613474029324969,0.7997641345366617,14692.6,15781.0,14692.6,15781.0,76070.35,73016.5,1.8,2.0,14681.8,15769.0,878.65,678.5,0.9,0
definition_by_turn,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,1,sft,Qwen3.6-27B-fixit-v2-glm,20,1,0.05,0.3,0.45,0.0,20,32947.75,33485.5,33409.3,30440.5,27050.8,24021.0,0.753604535678594,0.7822237521304829,16005.7,16485.0,16005.7,16485.0,76796.55,67856.5,1.9,2.0,15994.3,16473.0,1435.0,893.5,0.95,0
definition_by_turn,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,2,sft,Qwen3.6-27B-fixit-v2-glm,20,5,0.25,0.25,0.15,0.1,20,39786.85,40185.0,27181.2,25221.0,20740.8,19021.0,0.7233695540952034,0.7423294096166624,16308.85,16475.5,16308.85,16475.5,58777.65,53507.5,2.0,2.0,16296.85,16463.5,1163.8,750.0,1.0,0
definition_by_turn,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,3,sft,Qwen3.6-27B-fixit-v2-glm,20,2,0.1,0.15,0.1,0.05,20,46632.7,46803.5,30957.75,23483.0,24511.2,16423.0,0.7010613729064001,0.7062223364782975,16247.75,16875.5,16247.75,16875.5,69980.55,49404.5,1.9,2.0,16236.35,16863.5,1123.35,845.0,0.95,0
definition_by_turn,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,4,sft,Qwen3.6-27B-fixit-v2-glm,20,4,0.2,0.2,0.3,0.1,20,53488.75,53988.0,31311.35,28730.0,24581.35,21475.5,0.7463755683992114,0.7564495920862817,16967.3,16682.0,16967.3,16682.0,69358.15,60481.0,2.0,2.0,16955.3,16670.0,1007.85,741.5,1.0,0
definition_by_turn,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,5,sft,Qwen3.6-27B-fixit-v2-glm,20,3,0.15,0.25,0.25,0.0,20,60578.0,60343.0,22606.05,17713.5,16019.85,10603.5,0.6416536180600151,0.6132362603366712,16562.15,17108.0,16562.15,17108.0,44990.4,30669.0,1.9,2.0,16550.75,17096.0,1492.4,808.0,0.95,0
definition_by_turn,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,6,sft,Qwen3.6-27B-fixit-v2-glm,20,4,0.2,0.05,0.3,0.0,20,67686.05,67452.5,28304.8,22026.5,21305.3,14344.0,0.6827789193155086,0.6654339058788115,17547.75,17046.5,17547.75,17046.5,60673.2,43215.5,2.0,2.0,17535.75,17034.5,1168.0,706.0,1.0,0
definition_by_turn,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,7,sft,Qwen3.6-27B-fixit-v2-glm,20,5,0.25,0.25,0.3,0.0,20,75099.4,74068.5,26696.85,23201.5,19920.9,16360.0,0.6954858397229637,0.6825624922816583,17048.75,17289.0,17048.75,17289.0,55977.65,46599.5,1.9,2.0,17037.35,17277.0,911.9,760.5,0.95,0
definition_by_turn,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,0,baseline,Qwen3.6-27B,20,0,0.0,0.95,0.0,0.0,20,26814.0,26935.0,31784.75,19199.0,13193.4,8803.0,0.4725580189060871,0.5087490721969408,55890.45,24092.5,55890.45,24092.5,44809.15,28123.5,385.1,2.0,49574.15,23297.5,1833.2,1053.0,4.05,0
definition_by_turn,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,1,baseline,Qwen3.6-27B,20,0,0.0,0.8,0.1,0.0,20,45889.2,35807.0,18924.95,10134.5,12877.2,4923.0,0.4408129836873261,0.4428534903386002,17791.55,14823.0,17791.55,14823.0,38951.95,15509.0,179.55,45.0,15350.6,14472.5,1417.4,931.0,0.9,0
definition_by_turn,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,2,baseline,Qwen3.6-27B,20,0,0.0,0.45,0.25,0.1,20,52352.25,43313.0,9890.95,9088.0,2691.85,1418.5,0.275817314591877,0.1986363499764877,21632.45,15672.5,21632.45,15672.5,8931.6,4792.0,95.85,2.0,17079.25,14108.5,1005.0,912.5,2.85,0
definition_by_turn,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,3,baseline,Qwen3.6-27B,20,0,0.0,0.6,0.1,0.1,20,59876.9,50448.5,10089.7,9937.0,4574.45,4234.5,0.3928949271245545,0.4322096256170388,16340.1,15656.5,16340.1,15656.5,15521.7,13543.5,142.9,48.0,14022.8,14647.5,1996.6,963.0,0.85,0
definition_by_turn,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,4,baseline,Qwen3.6-27B,20,0,0.0,0.6,0.1,0.15,20,65974.1,56750.0,9554.65,8049.5,4942.7,3617.0,0.4388438600426933,0.42906287537952914,13308.75,14640.5,13308.75,14640.5,16041.2,11511.0,124.1,24.0,10666.35,13042.0,974.35,748.0,0.75,0
definition_by_turn,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,5,baseline,Qwen3.6-27B,20,0,0.0,0.65,0.15,0.05,20,70894.05,61728.0,7368.15,6933.5,2593.3,1427.0,0.2865393141936953,0.24770426480481617,14134.5,14767.5,14134.5,14767.5,8413.2,4966.5,99.65,2.0,11960.2,14082.5,1161.05,851.5,0.85,0
definition_by_turn,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,6,baseline,Qwen3.6-27B,20,0,0.0,0.5,0.2,0.15,20,76079.95,64616.5,8365.65,6796.5,3382.0,1632.5,0.288262949790033,0.21290647519510247,14603.15,15453.0,14603.15,15453.0,11059.85,7040.5,98.55,68.0,12305.75,13998.0,1020.05,999.0,0.85,0
definition_by_turn,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,7,baseline,Qwen3.6-27B,20,0,0.0,0.4,0.3,0.2,20,81428.7,70309.0,7468.1,7006.0,2139.3,1219.5,0.239732519340327,0.22313184353108353,15432.0,15379.0,15432.0,15379.0,7046.7,4413.0,100.6,106.0,13613.35,14919.0,774.1,803.5,0.9,0
definition_by_turn,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,0,sft,Qwen3.6-27B-fixit-v2-glm,20,0,0.0,0.7,0.05,0.15,20,26814.0,26935.0,27812.55,24778.5,20870.0,18015.0,0.6780574241977918,0.7046355136108229,17727.7,17228.5,17727.7,17228.5,59486.2,53344.5,2.0,2.0,17715.7,17216.5,1782.55,859.0,1.0,0
definition_by_turn,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,1,sft,Qwen3.6-27B-fixit-v2-glm,20,0,0.0,0.45,0.05,0.25,20,34322.35,34410.5,37983.45,36818.5,31495.35,29848.0,0.7918982305309816,0.8203047706298159,16591.9,17228.5,16591.9,17228.5,89149.2,84635.0,1.9,2.0,16580.5,17216.5,1065.95,718.0,0.95,0
definition_by_turn,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,2,sft,Qwen3.6-27B-fixit-v2-glm,20,0,0.0,0.2,0.15,0.35,20,41162.05,41514.5,34442.45,33915.0,27840.85,26126.5,0.7496461948131176,0.7779945570823885,16789.6,17634.5,16789.6,17634.5,77972.6,73391.0,1.9,2.0,16778.2,17622.5,1146.55,752.0,0.95,0
definition_by_turn,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,3,sft,Qwen3.6-27B-fixit-v2-glm,20,0,0.0,0.2,0.3,0.1,20,48152.95,49003.0,33450.05,28140.5,26557.5,21201.0,0.7426296622309335,0.7626601977631324,17443.3,17477.5,17443.3,17477.5,74919.9,60814.0,2.0,2.0,17431.3,17465.5,1358.75,806.5,1.0,0
definition_by_turn,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,4,sft,Qwen3.6-27B-fixit-v2-glm,20,2,0.1,0.25,0.15,0.2,20,55513.15,56762.0,30279.75,28139.0,23648.6,21780.0,0.7567422412745424,0.7701421827069921,16946.3,17131.0,16946.3,17131.0,67301.05,62762.0,1.9,2.0,16934.9,17119.0,1299.0,696.0,0.95,0
definition_by_turn,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,5,sft,Qwen3.6-27B-fixit-v2-glm,20,1,0.05,0.15,0.25,0.25,20,62575.1,62950.5,28812.5,28728.5,21906.25,21868.0,0.728334796036094,0.750096085087229,17584.1,17337.5,17584.1,17337.5,61728.1,61228.0,2.0,2.0,17572.1,17325.5,1028.65,697.0,1.0,0
definition_by_turn,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,6,sft,Qwen3.6-27B-fixit-v2-glm,20,2,0.1,0.2,0.25,0.15,20,69834.95,70163.5,27792.15,21267.0,20920.2,14677.5,0.6923882067890545,0.6945456469076301,17530.5,17473.0,17530.5,17473.0,59757.65,42116.0,2.0,2.0,17518.5,17461.0,1058.85,792.0,1.0,0
definition_by_turn,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,7,sft,Qwen3.6-27B-fixit-v2-glm,20,3,0.15,0.15,0.1,0.25,20,77074.25,77140.5,27963.1,24315.0,21170.2,17323.0,0.7031317229978877,0.7114558195093768,17303.3,17413.5,17303.3,17413.5,59388.3,49457.5,2.0,2.0,17291.3,17401.5,797.85,698.0,1.0,0
overall,,,,baseline,Qwen3.6-27B,1200,19,0.015833333333333335,0.38416666666666666,0.30416666666666664,0.09,640,68110.61083333334,63759.5,12053.5875,8340.0,6237.4765625,2224.5,0.309548199822341,0.2179816682966998,18224.799166666668,13142.5,18224.799166666668,13142.5,17837.560833333333,7278.0,167.32333333333332,150.0,16790.5525,12737.5,1317.4316666666666,826.5,1.3425,0
overall,,,,sft,Qwen3.6-27B-fixit-v2-glm,800,70,0.0875,0.2625,0.3125,0.105,800,54079.4175,51019.0,31499.35625,28330.5,24035.68125,20777.5,0.7102672784049069,0.7340651771914,18827.905,17942.5,18827.905,17942.5,67911.67125,59184.5,1.9325,2.0,18777.96625,17930.5,1627.4075,1027.0,0.9625,0
