group,model,pair_key,arch,definition,workload,exp_dir,trajectory_id,turn,correctness,speedup,arch_tag,prompt_tokens,completion_tokens,total_tokens,reasoning_tokens,text_tokens,reasoning_fraction,content_chars,provider_visible_chars,provider_reasoning_chars,pre_code_chars,code_chars,code_block_count,think_block_chars,open_think_tags,close_think_tags,unclosed_think_tags,feedback_chars
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_018,3,Compilation error,,,42170,12977,55147,,,,10537,10537,23958,2,10525,1,0,0,0,0,1112
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_018,4,Runtime error,0.0,,47123,13533,60656,,,,10735,10735,22405,2,10723,1,0,0,0,0,1014
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_018,5,Compilation error,,,52142,11189,63331,,,,11065,11065,17345,2,11053,1,0,0,0,0,902
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_018,6,Compilation error,,,57292,9019,66311,,,,11109,11109,11971,2,11097,1,0,0,0,0,650
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_018,7,Runtime error,0.0,,62348,15891,78239,,,,10739,10739,27942,2,10727,1,0,0,0,0,881
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_018,8,Compilation error,,,67326,28224,95550,,,,11250,11250,64237,2,11238,1,0,0,0,0,767
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_018,9,Runtime error,0.0,,72525,5531,78056,,,,11173,11173,2014,2,11161,1,0,0,0,0,1000
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_018,10,Kernel Execution Timeout,0.0,,77727,32521,110248,,,,9443,9443,81183,2,9431,1,0,0,0,0,863
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_018,11,Kernel Execution Timeout,0.0,,81700,10640,92340,,,,9699,9699,22415,346,9343,1,0,0,0,0,896
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_018,12,Numerical error,0.0,,85689,8781,94470,,,,9382,9382,16012,157,9215,1,0,0,0,0,888
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_018,13,Runtime error,0.0,,89556,10113,99669,,,,9773,9773,23289,212,9551,1,0,0,0,0,1044
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_018,14,Kernel Execution Timeout,0.0,,93607,6525,100132,,,,9818,9818,8351,181,9627,1,0,0,0,0,896
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_018,15,Compilation error,,,97633,7268,104901,,,,8158,8158,18313,155,7993,1,0,0,0,0,364
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_018,16,Compilation error,,,100837,3081,103918,,,,7922,7922,151,2,7910,1,0,0,0,0,241
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_018,17,Compilation error,,,103947,3222,107169,,,,7977,7977,422,2,7965,1,0,0,0,0,1686
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_018,18,Kernel Execution Timeout,0.0,,107690,5174,112864,,,,9711,9711,6227,151,9550,1,0,0,0,0,863
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_018,19,Numerical error,0.0,,111629,9539,121168,,,,9316,9316,19525,2,9304,1,0,0,0,0,887
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_019,0,Numerical error,0.0,,26420,13859,40279,,,,5965,5965,30832,2,5953,1,0,0,0,0,922
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_019,1,Compilation error,,,29123,15794,44917,,,,5434,5434,51010,359,5065,1,0,0,0,0,508
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_019,2,Numerical error,0.0,,31390,2892,34282,,,,5076,5076,3000,191,4875,1,0,0,0,0,880
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_019,3,Numerical error,0.0,,33692,10067,43759,,,,5618,5618,29530,204,5404,1,0,0,0,0,880
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_019,4,Numerical error,0.0,,36222,30273,66495,,,,5765,5765,76936,238,5517,1,0,0,0,0,880
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_019,5,Runtime error,0.0,,38815,45597,84412,,,,9080,9080,110916,265,8805,1,0,0,0,0,1068
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_019,6,Runtime error,0.0,,42550,3594,46144,,,,8602,8602,1525,178,8414,1,0,0,0,0,1068
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_019,7,Numerical error,0.0,,46076,2475,48551,,,,5935,5935,743,241,5684,1,0,0,0,0,879
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_019,8,Numerical error,0.0,,48683,58268,106951,,,,3913,3913,150177,186,3717,1,0,0,0,0,595
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_019,9,Numerical error,0.0,,50299,1928,52227,,,,3736,3736,1647,104,3622,1,0,0,0,0,598
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_019,10,Kernel Execution Timeout,0.0,,51824,1314,53138,,,,2203,2203,1897,152,2041,1,0,0,0,0,585
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_019,11,Runtime error,0.0,,52727,3613,56340,,,,3132,3132,6347,110,3012,1,0,0,0,0,2090
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_019,12,Runtime error,0.0,,54407,1536,55943,,,,2812,2812,2148,77,2725,1,0,0,0,0,2090
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_019,13,Kernel Execution Timeout,0.0,,55967,853,56820,,,,2168,2168,866,162,1996,1,0,0,0,0,587
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_019,14,Numerical error,0.0,,56828,2277,59105,,,,5703,5703,122,127,5566,1,0,0,0,0,883
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_019,15,Kernel Execution Timeout,0.0,,59390,8977,68367,,,,5945,5945,17290,220,5715,1,0,0,0,0,892
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_019,16,Kernel Execution Timeout,0.0,,62012,3183,65195,,,,6082,6082,2892,235,5837,1,0,0,0,0,892
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_019,17,Numerical error,0.0,,64664,2311,66975,,,,3950,3950,3545,139,3801,1,0,0,0,0,597
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_019,18,Kernel Execution Timeout,0.0,,66260,2926,69186,,,,3754,3754,4217,2,3742,1,0,0,0,0,603
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_019,19,Numerical error,0.0,,67792,1258,69050,,,,3199,3199,596,129,3060,1,0,0,0,0,596
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_020,0,Compilation error,,,26007,10371,36378,,,,18349,18349,12214,307,18032,1,0,0,0,0,839
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_020,1,Compilation error,,,33233,6854,40087,,,,17625,17625,378,225,17390,1,0,0,0,0,201
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_020,2,Compilation error,,,40057,6692,46749,,,,16322,16322,2805,210,16102,1,0,0,0,0,201
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_020,3,Compilation error,,,46036,4971,51007,,,,13697,13697,1026,209,13478,1,0,0,0,0,201
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_020,4,Compilation error,,,50802,4506,55308,,,,12539,12539,1710,222,12307,1,0,0,0,0,1810
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_020,5,Compilation error,,,55622,5318,60940,,,,15142,15142,763,139,14993,1,0,0,0,0,885
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_020,6,Runtime error,0.0,,60962,1637,62599,,,,4722,4722,410,210,4502,1,0,0,0,0,966
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_020,7,Runtime error,0.0,,62836,2633,65469,,,,7046,7046,935,155,6881,1,0,0,0,0,1331
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_020,8,Numerical error,0.0,,65603,2056,67659,,,,4652,4652,1386,145,4497,1,0,0,0,0,596
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_020,9,Numerical error,0.0,,67345,1768,69113,,,,4417,4417,1088,148,4259,1,0,0,0,0,600
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_020,10,Numerical error,0.0,,69047,2753,71800,,,,4423,4423,3156,110,4303,1,0,0,0,0,600
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_020,11,Numerical error,0.0,,70716,6547,77263,,,,4873,4873,14344,116,4747,1,0,0,0,0,601
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_020,12,Numerical error,0.0,,72552,4763,77315,,,,4285,4285,11801,51,4224,1,0,0,0,0,596
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_020,13,Numerical error,0.0,,74163,2218,76381,,,,4789,4789,2331,216,4563,1,0,0,0,0,1128
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_020,14,Kernel Execution Timeout,0.0,,76074,1772,77846,,,,5100,5100,377,82,5008,1,0,0,0,0,640
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_020,15,Kernel Execution Timeout,0.0,,78000,1736,79736,,,,4388,4388,1181,101,4277,1,0,0,0,0,640
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_020,16,Numerical error,0.0,,79641,2062,81703,,,,4528,4528,2285,134,4384,1,0,0,0,0,598
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_020,17,Kernel Execution Timeout,0.0,,81351,2220,83571,,,,6220,6220,645,74,6136,1,0,0,0,0,641
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_020,18,Runtime error,0.0,,83634,1860,85494,,,,4860,4860,989,104,4746,1,0,0,0,0,2316
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_020,19,Kernel Execution Timeout,0.0,,85842,3666,89508,,,,8280,8280,422,104,8166,1,0,0,0,0,605
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_021,0,Compilation error,,,26007,19687,45694,,,,10562,10562,39969,2,10550,1,0,0,0,0,1344
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_021,1,Runtime error,0.0,,30984,15602,46586,,,,10449,10449,41192,2,10437,1,0,0,0,0,963
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_021,2,Compilation error,,,35874,11007,46881,,,,11382,11382,21956,2,11370,1,0,0,0,0,650
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_021,3,Runtime error,0.0,,40938,4769,45707,,,,11077,11077,263,2,11065,1,0,0,0,0,2364
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_021,4,Runtime error,0.0,,46314,8572,54886,,,,11528,11528,12621,310,11208,1,0,0,0,0,2364
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_021,5,Runtime error,0.0,,51862,13044,64906,,,,11433,11433,23765,379,11044,1,0,0,0,0,2170
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_021,6,Runtime error,0.0,,57267,20681,77948,,,,10040,10040,46279,402,9628,1,0,0,0,0,779
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_021,7,Runtime error,0.0,,61315,7121,68436,,,,11361,11361,9490,215,11136,1,0,0,0,0,851
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_021,8,Runtime error,0.0,,65992,6117,72109,,,,9809,9809,8174,282,9517,1,0,0,0,0,779
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_021,9,Runtime error,0.0,,69969,4135,74104,,,,9627,9627,1542,161,9456,1,0,0,0,0,779
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_021,10,Runtime error,0.0,,73853,4815,78668,,,,9739,9739,4529,259,9470,1,0,0,0,0,849
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_021,11,Runtime error,0.0,,77759,6408,84167,,,,10186,10186,9888,2,10174,1,0,0,0,0,779
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_021,12,Runtime error,0.0,,81851,4151,86002,,,,9661,9661,1287,97,9554,1,0,0,0,0,779
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_021,13,Runtime error,0.0,,85751,4702,90453,,,,9707,9707,3086,206,9491,1,0,0,0,0,779
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_021,14,Runtime error,0.0,,89697,4105,93802,,,,10394,10394,930,104,10280,1,0,0,0,0,793
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_021,15,Kernel Execution Timeout,0.0,,93816,9777,103593,,,,9852,9852,16939,2,9840,1,0,0,0,0,645
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_021,16,Kernel Execution Timeout,0.0,,97742,3866,101608,,,,9891,9891,848,263,9618,1,0,0,0,0,645
baseline,Qwen3.6-27B,hopper|gemm_n7168_k5120|94920358-01a8-4c5b-9209-3103fd490e94,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,exp_021,17,Runtime error,0.0,,101632,10478,112110,,,,9946,9946,19270,150,9786,1,0,0,0,0,779
