group,run_dir,trajectory_id,trajectory_path,definition,prompt_tag,replica,n_turns,correct_turns,ever_correct,first_correct_turn,correct_then_regressed,outcome_sequence,system_chars,system_sha256,initial_user_sha256,model_name,sampling_signature,api_base,feedback_chars_mean,code_chars_initial,code_chars_mean,reasoning_chars_initial,reasoning_chars_mean,edit_similarity_mean,major_rewrites,tma_turns,wgmma_turns,mbarrier_turns,setmaxnreg_turns,extended_launch_turns,cluster_turns,feedback_precise_fault,feedback_primary_diagnostics,feedback_source_locations,feedback_core_dump
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128,exp_002,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128/trajectories/exp_002.json,mha_bwd_d128,hopper-012,2,8,0,False,,False,runtime -> numeric -> numeric -> numeric -> numeric -> numeric -> numeric -> extract,86901,7b548a397a40eca77bd3d52e4ff8b97c3d14cf4f769a499dba00b4cf2a9a5c02,0f3073f02da350ae0f578d22042cd450349bb4ddde295ce5cf82311ccbc0cd26,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,2257,27411,23743.75,69576,103006.125,0.7104043553392042,1,7,7,7,4,7,7,1,1,1,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128,exp_003,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128/trajectories/exp_003.json,mha_bwd_d128,hopper-012,3,8,0,False,,False,compile -> compile -> runtime -> runtime -> runtime -> runtime -> runtime -> runtime,86901,7b548a397a40eca77bd3d52e4ff8b97c3d14cf4f769a499dba00b4cf2a9a5c02,0f3073f02da350ae0f578d22042cd450349bb4ddde295ce5cf82311ccbc0cd26,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,2422,29966,32276.875,74736,65423.125,0.8328136802657082,1,8,8,8,0,0,8,6,6,6,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128,exp_004,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128/trajectories/exp_004.json,mha_bwd_d128,hopper-013,0,8,0,False,,False,compile -> compile -> extract -> runtime -> runtime -> runtime -> runtime -> numeric,92909,9118cbdc2f1a2f837c47b9eb5f1f5700a21bbbfe9da373ed479ccf0ad293138c,0f3073f02da350ae0f578d22042cd450349bb4ddde295ce5cf82311ccbc0cd26,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,4551.25,33595,22885,132669,65374.5,0.5334444439617543,3,7,7,7,0,0,7,4,4,4,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128,exp_005,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128/trajectories/exp_005.json,mha_bwd_d128,hopper-013,1,8,0,False,,False,compile -> extract -> compile -> runtime -> runtime -> runtime -> runtime -> runtime,92909,9118cbdc2f1a2f837c47b9eb5f1f5700a21bbbfe9da373ed479ccf0ad293138c,0f3073f02da350ae0f578d22042cd450349bb4ddde295ce5cf82311ccbc0cd26,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,2700.625,39454,30480.125,129419,78525.625,0.5921411041519209,2,7,7,7,3,7,7,5,5,5,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128,exp_006,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128/trajectories/exp_006.json,mha_bwd_d128,hopper-013,2,8,0,False,,False,compile -> compile -> compile -> runtime -> compile -> runtime -> runtime -> runtime,92909,9118cbdc2f1a2f837c47b9eb5f1f5700a21bbbfe9da373ed479ccf0ad293138c,0f3073f02da350ae0f578d22042cd450349bb4ddde295ce5cf82311ccbc0cd26,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,5122.625,30809,31215.25,107641,70552.875,0.7642233584134601,2,8,8,8,0,0,8,4,4,4,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128,exp_007,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128/trajectories/exp_007.json,mha_bwd_d128,hopper-013,3,8,0,False,,False,compile -> timeout -> numeric -> numeric -> timeout -> numeric -> runtime -> runtime,92909,9118cbdc2f1a2f837c47b9eb5f1f5700a21bbbfe9da373ed479ccf0ad293138c,0f3073f02da350ae0f578d22042cd450349bb4ddde295ce5cf82311ccbc0cd26,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,3247.5,32563,27451.75,25828,75072.25,0.5976906588023234,3,8,7,8,4,0,8,2,4,3,1
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128-causal,exp_000,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128-causal/trajectories/exp_000.json,mha_bwd_d128_causal,hopper-012,0,8,0,False,,False,compile -> runtime -> runtime -> runtime -> extract -> compile -> compile -> extract,86901,7b548a397a40eca77bd3d52e4ff8b97c3d14cf4f769a499dba00b4cf2a9a5c02,33a26411f3b1a412b49ddad726c0f53851322c382ec76d1eaac4e1a97b858f82,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,2144.25,24806,22384.75,57882,89426.875,0.3917160853395782,3,5,6,5,6,5,5,3,3,3,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128-causal,exp_001,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128-causal/trajectories/exp_001.json,mha_bwd_d128_causal,hopper-012,1,8,0,False,,False,compile -> numeric -> extract -> timeout -> compile -> timeout -> compile -> runtime,86901,7b548a397a40eca77bd3d52e4ff8b97c3d14cf4f769a499dba00b4cf2a9a5c02,33a26411f3b1a412b49ddad726c0f53851322c382ec76d1eaac4e1a97b858f82,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,4938.875,28736,23377,30040,79702,0.44789610876824043,3,7,7,7,7,0,7,1,3,3,2
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128-causal,exp_002,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128-causal/trajectories/exp_002.json,mha_bwd_d128_causal,hopper-012,2,8,0,False,,False,compile -> compile -> compile -> runtime -> compile -> runtime -> compile -> compile,86901,7b548a397a40eca77bd3d52e4ff8b97c3d14cf4f769a499dba00b4cf2a9a5c02,33a26411f3b1a412b49ddad726c0f53851322c382ec76d1eaac4e1a97b858f82,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,1529.75,25413,26440.75,121379,68900.875,0.7883220614523799,0,8,8,8,1,0,8,2,2,2,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128-causal,exp_003,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128-causal/trajectories/exp_003.json,mha_bwd_d128_causal,hopper-012,3,8,0,False,,False,compile -> compile -> runtime -> runtime -> runtime -> runtime -> compile -> runtime,86901,7b548a397a40eca77bd3d52e4ff8b97c3d14cf4f769a499dba00b4cf2a9a5c02,33a26411f3b1a412b49ddad726c0f53851322c382ec76d1eaac4e1a97b858f82,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,5742.5,28573,26503,156312,69360.5,0.6507159086692356,3,8,8,8,0,0,8,5,5,5,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128-causal,exp_004,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128-causal/trajectories/exp_004.json,mha_bwd_d128_causal,hopper-013,0,8,0,False,,False,compile -> runtime -> runtime -> runtime -> runtime -> runtime -> runtime -> runtime,92909,9118cbdc2f1a2f837c47b9eb5f1f5700a21bbbfe9da373ed479ccf0ad293138c,33a26411f3b1a412b49ddad726c0f53851322c382ec76d1eaac4e1a97b858f82,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,1855.875,23634,26451.125,49499,97460.375,0.7715094551209768,0,8,8,8,0,0,8,0,7,0,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128-causal,exp_005,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128-causal/trajectories/exp_005.json,mha_bwd_d128_causal,hopper-013,1,8,0,False,,False,compile -> compile -> runtime -> numeric -> runtime -> numeric -> compile -> runtime,92909,9118cbdc2f1a2f837c47b9eb5f1f5700a21bbbfe9da373ed479ccf0ad293138c,33a26411f3b1a412b49ddad726c0f53851322c382ec76d1eaac4e1a97b858f82,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,2878.125,27679,28207.5,47618,66272.375,0.7390511547135635,1,8,8,8,3,0,8,3,3,3,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128-causal,exp_006,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128-causal/trajectories/exp_006.json,mha_bwd_d128_causal,hopper-013,2,8,1,True,5,True,compile -> runtime -> numeric -> runtime -> numeric -> OK -> numeric -> numeric,92909,9118cbdc2f1a2f837c47b9eb5f1f5700a21bbbfe9da373ed479ccf0ad293138c,33a26411f3b1a412b49ddad726c0f53851322c382ec76d1eaac4e1a97b858f82,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,4988.375,27565,24253.125,86953,52723.375,0.8267739483689863,0,8,8,8,8,0,8,2,2,2,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128-causal,exp_007,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-bwd-d128-causal/trajectories/exp_007.json,mha_bwd_d128_causal,hopper-013,3,8,0,False,,False,compile -> compile -> compile -> numeric -> numeric -> runtime -> runtime -> numeric,92909,9118cbdc2f1a2f837c47b9eb5f1f5700a21bbbfe9da373ed479ccf0ad293138c,33a26411f3b1a412b49ddad726c0f53851322c382ec76d1eaac4e1a97b858f82,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,4973.125,20050,24488.75,75401,56282,0.7591980820016747,0,8,8,8,0,0,8,0,0,0,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128,exp_000,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128/trajectories/exp_000.json,mha_with_lse_d128,hopper-07,0,8,0,False,,False,compile -> runtime -> compile -> compile -> runtime -> compile -> runtime -> runtime,86094,b68ec43adac19b00c2c88cce5893472ba1d9be50073875c3460aefdfc900b5d7,0ad9cf46673fc5689d44b04110b6681d821ff6a3ac0b460f075a62590b31415c,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,1184.375,19002,15769.25,110982,57095.25,0.7580581609243974,0,8,8,8,1,0,8,4,4,4,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128,exp_001,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128/trajectories/exp_001.json,mha_with_lse_d128,hopper-07,1,8,0,False,,False,compile -> runtime -> runtime -> runtime -> runtime -> runtime -> runtime -> numeric,86094,b68ec43adac19b00c2c88cce5893472ba1d9be50073875c3460aefdfc900b5d7,0ad9cf46673fc5689d44b04110b6681d821ff6a3ac0b460f075a62590b31415c,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,1736.25,18788,17943.25,59177,54603.375,0.8628904813228019,0,8,8,8,0,0,8,6,6,6,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128,exp_002,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128/trajectories/exp_002.json,mha_with_lse_d128,hopper-07,2,8,0,False,,False,compile -> runtime -> runtime -> runtime -> compile -> compile -> runtime -> runtime,86094,b68ec43adac19b00c2c88cce5893472ba1d9be50073875c3460aefdfc900b5d7,0ad9cf46673fc5689d44b04110b6681d821ff6a3ac0b460f075a62590b31415c,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,1748.75,19009,19451.25,75214,56245.125,0.8124768658033963,0,8,8,8,3,0,8,5,5,5,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128,exp_003,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128/trajectories/exp_003.json,mha_with_lse_d128,hopper-07,3,8,0,False,,False,compile -> runtime -> runtime -> runtime -> runtime -> runtime -> extract -> compile,86094,b68ec43adac19b00c2c88cce5893472ba1d9be50073875c3460aefdfc900b5d7,0ad9cf46673fc5689d44b04110b6681d821ff6a3ac0b460f075a62590b31415c,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,1392.125,17344,14388.5,74109,69324.625,0.6370450191954921,2,7,7,7,1,0,7,5,5,5,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128,exp_004,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128/trajectories/exp_004.json,mha_with_lse_d128,hopper-08,0,8,0,False,,False,compile -> compile -> runtime -> extract -> runtime -> runtime -> numeric -> runtime,90665,95f5cc290f1cd34e5e0f60c9f353225b32090a4b08cc5e8675bd63606b9ac939,0ad9cf46673fc5689d44b04110b6681d821ff6a3ac0b460f075a62590b31415c,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,1181.375,13688,12132.375,115650,61646.5,0.6368417297589166,2,7,7,7,3,5,7,4,4,4,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128,exp_005,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128/trajectories/exp_005.json,mha_with_lse_d128,hopper-08,1,8,0,False,,False,runtime -> runtime -> runtime -> runtime -> runtime -> runtime -> runtime -> runtime,90665,95f5cc290f1cd34e5e0f60c9f353225b32090a4b08cc5e8675bd63606b9ac939,0ad9cf46673fc5689d44b04110b6681d821ff6a3ac0b460f075a62590b31415c,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,2117.875,19935,19663.75,138158,67277.625,0.7955511871135444,0,8,8,8,0,0,8,8,8,8,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128,exp_006,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128/trajectories/exp_006.json,mha_with_lse_d128,hopper-08,2,8,0,False,,False,compile -> numeric -> numeric -> compile -> numeric -> numeric -> numeric -> numeric,90665,95f5cc290f1cd34e5e0f60c9f353225b32090a4b08cc5e8675bd63606b9ac939,0ad9cf46673fc5689d44b04110b6681d821ff6a3ac0b460f075a62590b31415c,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,739.375,18395,16964.125,57629,60254.875,0.8191959540881948,1,8,8,8,3,0,8,0,0,0,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128,exp_007,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128/trajectories/exp_007.json,mha_with_lse_d128,hopper-08,3,8,0,False,,False,compile -> runtime -> timeout -> numeric -> runtime -> runtime -> runtime -> numeric,90665,95f5cc290f1cd34e5e0f60c9f353225b32090a4b08cc5e8675bd63606b9ac939,0ad9cf46673fc5689d44b04110b6681d821ff6a3ac0b460f075a62590b31415c,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,1822.375,17364,16799.375,60513,79132.875,0.7320506496473845,0,8,8,8,3,0,8,4,5,5,1
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128-causal,exp_000,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128-causal/trajectories/exp_000.json,mha_with_lse_d128_causal,hopper-07,0,8,0,False,,False,runtime -> runtime -> runtime -> runtime -> extract -> runtime -> compile -> runtime,86094,b68ec43adac19b00c2c88cce5893472ba1d9be50073875c3460aefdfc900b5d7,1b08b7c166d5987949516991c4ab16680512822718c10b2fe52367cda15820b7,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,2168.375,20817,18348.5,7392,76702.125,0.3815191632075055,5,7,7,7,1,0,7,6,6,6,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128-causal,exp_001,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128-causal/trajectories/exp_001.json,mha_with_lse_d128_causal,hopper-07,1,8,0,False,,False,compile -> compile -> runtime -> runtime -> compile -> runtime -> runtime -> runtime,86094,b68ec43adac19b00c2c88cce5893472ba1d9be50073875c3460aefdfc900b5d7,1b08b7c166d5987949516991c4ab16680512822718c10b2fe52367cda15820b7,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,2044.625,7127,15730,102096,61631.75,0.7264349215943391,2,6,7,6,0,0,6,5,5,5,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128-causal,exp_002,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128-causal/trajectories/exp_002.json,mha_with_lse_d128_causal,hopper-07,2,8,0,False,,False,runtime -> compile -> runtime -> compile -> numeric -> runtime -> runtime -> runtime,86094,b68ec43adac19b00c2c88cce5893472ba1d9be50073875c3460aefdfc900b5d7,1b08b7c166d5987949516991c4ab16680512822718c10b2fe52367cda15820b7,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,2328.75,17511,15127.125,32745,70869.25,0.640491076928186,2,6,8,7,0,0,6,5,5,5,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128-causal,exp_003,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128-causal/trajectories/exp_003.json,mha_with_lse_d128_causal,hopper-07,3,8,0,False,,False,compile -> runtime -> runtime -> runtime -> runtime -> runtime -> runtime -> compile,86094,b68ec43adac19b00c2c88cce5893472ba1d9be50073875c3460aefdfc900b5d7,1b08b7c166d5987949516991c4ab16680512822718c10b2fe52367cda15820b7,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,3670.5,18383,18569.75,131667,66350.75,0.7816108736399751,0,8,8,8,0,0,8,3,6,6,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128-causal,exp_004,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128-causal/trajectories/exp_004.json,mha_with_lse_d128_causal,hopper-08,0,8,0,False,,False,runtime -> compile -> runtime -> runtime -> compile -> compile -> runtime -> runtime,90665,95f5cc290f1cd34e5e0f60c9f353225b32090a4b08cc5e8675bd63606b9ac939,1b08b7c166d5987949516991c4ab16680512822718c10b2fe52367cda15820b7,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,2519.75,16328,16346.875,127091,63570.5,0.7145548451111937,2,6,8,7,2,0,7,5,5,5,0
linfo,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128-causal,exp_005,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-linfo-mha-d128-causal/trajectories/exp_005.json,mha_with_lse_d128_causal,hopper-08,1,8,0,False,,False,extract -> compile -> runtime -> runtime -> runtime -> compile -> runtime -> runtime,90665,95f5cc290f1cd34e5e0f60c9f353225b32090a4b08cc5e8675bd63606b9ac939,1b08b7c166d5987949516991c4ab16680512822718c10b2fe52367cda15820b7,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30032/v1,1323.625,0,14985.625,43183,89753.5,0.6057406269064004,1,7,7,7,1,0,7,5,5,5,0
