run,run_dir,trajectory,exp_index,turn,status,definition,prompt_tag
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_000,0,1,Compilation error,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_000,0,2,Kernel Execution Timeout,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_000,0,3,Correct,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_000,0,4,Compilation error,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_000,0,5,Correct,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_000,0,6,Kernel Execution Timeout,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_000,0,7,Correct,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_001,1,0,Compilation error,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_001,1,1,Correct,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_001,1,2,Runtime error,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_001,1,3,Correct,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_001,1,4,Kernel Execution Timeout,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_001,1,5,Correct,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_001,1,6,Correct,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_001,1,7,Numerical error,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_002,2,0,Compilation error,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_002,2,1,Kernel Execution Timeout,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_002,2,2,Correct,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_002,2,3,Numerical error,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_002,2,4,Kernel Execution Timeout,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_002,2,5,Correct,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_002,2,6,Compilation error,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_002,2,7,Correct,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_003,3,0,Runtime error,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_003,3,1,Compilation error,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_003,3,2,Correct,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_003,3,3,Compilation error,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_003,3,4,Runtime error,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_003,3,5,Correct,mha_with_lse_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_000,0,0,Compilation error,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_000,0,1,Correct,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_000,0,2,Runtime error,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_000,0,3,Numerical error,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_000,0,4,Correct,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_000,0,5,Runtime error,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_000,0,6,Correct,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_001,1,0,Compilation error,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_001,1,1,Compilation error,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_001,1,2,Runtime error,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_001,1,3,Correct,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_001,1,4,Kernel Execution Timeout,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_001,1,5,Compilation error,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_001,1,6,Kernel Execution Timeout,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_001,1,7,Kernel Execution Timeout,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_002,2,0,Compilation error,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_002,2,1,Correct,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_002,2,2,Correct,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_002,2,3,Correct,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_002,2,4,Correct,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_002,2,5,Correct,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_002,2,6,Numerical error,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_002,2,7,Correct,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_003,3,0,Runtime error,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_003,3,1,Compilation error,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_003,3,2,Compilation error,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_003,3,3,Runtime error,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_003,3,4,Compilation error,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_003,3,5,Runtime error,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_003,3,6,Numerical error,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_003,3,7,Correct,mha_with_lse_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_000,0,0,Compilation error,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_000,0,1,Compilation error,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_000,0,2,Numerical error,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_000,0,3,Numerical error,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_000,0,4,Numerical error,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_000,0,5,Runtime error,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_000,0,6,Numerical error,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_000,0,7,Numerical error,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_001,1,0,Compilation error,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_001,1,1,Correct,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_001,1,2,Correct,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_001,1,3,Numerical error,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_001,1,4,Numerical error,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_001,1,5,Correct,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_001,1,6,Compilation error,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_002,2,0,Runtime error,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_002,2,1,Numerical error,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_002,2,2,Numerical error,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_002,2,3,Numerical error,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_002,2,4,Numerical error,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_002,2,5,Numerical error,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_002,2,6,Numerical error,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_002,2,7,Runtime error,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_003,3,0,Runtime error,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_003,3,1,Correct,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_003,3,2,Compilation error,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_003,3,3,Correct,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_003,3,4,Correct,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_003,3,5,Correct,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_003,3,6,Compilation error,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_003,3,7,Correct,mha_bwd_d128,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_000,0,0,Runtime error,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_000,0,1,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_000,0,2,Compilation error,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_000,0,3,Compilation error,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_000,0,4,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_000,0,5,Compilation error,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_000,0,6,Compilation error,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_000,0,7,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_001,1,0,Compilation error,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_001,1,1,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_001,1,2,Correct,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_001,1,3,Numerical error,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_001,1,4,Runtime error,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_001,1,5,Numerical error,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_001,1,6,Runtime error,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_001,1,7,Correct,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_002,2,0,Compilation error,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_002,2,1,Correct,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_002,2,2,Compilation error,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_002,2,3,Correct,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_002,2,4,Compilation error,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_002,2,5,Numerical error,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_002,2,6,Numerical error,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_002,2,7,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_003,3,0,Compilation error,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_003,3,1,Correct,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_003,3,2,Numerical error,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_003,3,3,Numerical error,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_003,3,4,Numerical error,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_003,3,5,Numerical error,mha_bwd_d128_causal,hopper-wo-knowledge
note-feedback2-d128-8defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_003,3,6,Numerical error,mha_bwd_d128_causal,hopper-wo-knowledge
