run,arch,definition,instruction,family,target_source,occurrences
2026-0529-1900-complete,blackwell,mha_with_lse_d128,ex2.approx.ftz.f32,ex2,asm_code,52
2026-0529-1900-complete,blackwell,mha_with_lse_d128,st.shared.v4.b32,st.shared,asm_code,32
2026-0529-1900-complete,blackwell,mha_with_lse_d128,cp.async.bulk.commit_group,cp.async.bulk,asm_code,30
2026-0529-1900-complete,blackwell,mha_with_lse_d128,cp.async.bulk.wait_group,cp.async.bulk,asm_code,30
2026-0529-1900-complete,blackwell,mha_with_lse_d128,mbarrier.arrive.shared::cta.b64,mbarrier.arrive,asm_code,22
2026-0529-1900-complete,blackwell,mha_with_lse_d128,cp.async.bulk.tensor.2d.shared::cluster.global.mbarrier::complete_tx::bytes,cp.async.bulk.tensor,asm_code,21
2026-0529-1900-complete,blackwell,mha_with_lse_d128,mov.u32,mov,asm_code,9
2026-0529-1900-complete,blackwell,mha_with_lse_d128,barrier.cluster.arrive,barrier.cluster.arrive,asm_code,9
2026-0529-1900-complete,blackwell,mha_with_lse_d128,fence.proxy.async,fence.proxy.async,asm_code,8
2026-0529-1900-complete,blackwell,mha_with_lse_d128,mapa.shared::cluster.u32,mapa,asm_code,2
2026-0529-1900-complete,blackwell,mha_with_lse_d128,barrier.sync.aligned,barrier.sync,asm_code,2
2026-0529-1900-complete,blackwell,mha_with_lse_d128,__ballot_sync,cuda_intrinsic,comment_intrinsic,1
2026-0529-1900-complete,blackwell,mha_with_lse_d128,cp.async.bulk.tensor.2d.global.shared::cta.tile.bulk_group,cp.async.bulk.tensor,asm_code,1
2026-0529-2340,hopper,mha_with_lse_d128,__nv_bfloat16,cuda_intrinsic,comment_intrinsic,713
2026-0529-2340,hopper,mha_with_lse_d128,__grid_constant__,cuda_intrinsic,comment_intrinsic,136
2026-0529-2340,hopper,mha_with_lse_d128,__shared__,cuda_intrinsic,comment_intrinsic,91
2026-0529-2340,hopper,mha_with_lse_d128,wgmma.mma_async.sync.aligned.m64n64k16.f32.bf16.bf16,wgmma.mma_async,asm_code,80
2026-0529-2340,hopper,mha_with_lse_d128,__align__,cuda_intrinsic,comment_intrinsic,49
2026-0529-2340,hopper,mha_with_lse_d128,mbarrier.init.shared.b64,mbarrier.init,asm_code,40
2026-0529-2340,hopper,mha_with_lse_d128,fence.mbarrier_init.release.cluster,fence.mbarrier_init,asm_code,40
2026-0529-2340,hopper,mha_with_lse_d128,mbarrier.arrive.expect_tx.shared::cta.b64,mbarrier.arrive.expect_tx,asm_code,40
2026-0529-2340,hopper,mha_with_lse_d128,mbarrier.try_wait.parity.shared.b64,mbarrier.try_wait,asm_code,40
2026-0529-2340,hopper,mha_with_lse_d128,bra,bra,asm_code,40
2026-0529-2340,hopper,mha_with_lse_d128,__global__,cuda_intrinsic,comment_intrinsic,40
2026-0529-2340,hopper,mha_with_lse_d128,wgmma.fence.sync.aligned,wgmma.fence,asm_code,40
2026-0529-2340,hopper,mha_with_lse_d128,wgmma.commit_group.sync.aligned,wgmma.commit_group,asm_code,40
2026-0529-2340,hopper,mha_with_lse_d128,wgmma.wait_group.sync.aligned,wgmma.wait_group,asm_code,40
2026-0529-2340,hopper,mha_with_lse_d128,mbarrier.arrive.shared::cta.b64,mbarrier.arrive,asm_code,36
2026-0529-2340,hopper,mha_with_lse_d128,fence.proxy.async,fence.proxy.async,asm_code,32
2026-0529-2340,hopper,mha_with_lse_d128,fence.proxy.async.shared::cta,fence.proxy.async,asm_code,32
2026-0529-2340,hopper,mha_with_lse_d128,barrier.sync.aligned,barrier.sync,asm_code,28
2026-0529-2340,hopper,mha_with_lse_d128,ex2.approx.ftz.f32,ex2,asm_code,28
2026-0529-2340,hopper,mha_with_lse_d128,mov.b32,mov,asm_code,16
2026-0529-2340,hopper,mha_with_lse_d128,cp.async.bulk.commit_group,cp.async.bulk,asm_code,16
2026-0529-2340,hopper,mha_with_lse_d128,cp.async.bulk.wait_group,cp.async.bulk,asm_code,16
2026-0529-2340,hopper,mha_with_lse_d128,setmaxnreg.inc.sync.aligned.u32,setmaxnreg,asm_code,9
2026-0529-2340,hopper,mha_with_lse_d128,stmatrix.sync.aligned.x2.m8n8.shared.b16,stmatrix,asm_code,8
2026-0529-2340,hopper,mha_with_lse_d128,setmaxnreg.dec.sync.aligned.u32,setmaxnreg,asm_code,6
2026-0529-2340,hopper,mha_with_lse_d128,barrier.arrive.aligned,barrier.arrive,asm_code,1
2026-0530-0040,blackwell,mha_bwd_d128,__nv_bfloat16,cuda_intrinsic,comment_intrinsic,773
2026-0530-0040,blackwell,mha_bwd_d128,__shared__,cuda_intrinsic,comment_intrinsic,134
2026-0530-0040,blackwell,mha_bwd_d128,__grid_constant__,cuda_intrinsic,comment_intrinsic,60
2026-0530-0040,blackwell,mha_bwd_d128,__global__,cuda_intrinsic,comment_intrinsic,48
2026-0530-0040,blackwell,mha_bwd_d128,__align__,cuda_intrinsic,comment_intrinsic,42
2026-0530-0040,blackwell,mha_bwd_d128,setp.ne.b32,setp,asm_code,24
2026-0530-0040,blackwell,mha_bwd_d128,mov.b32,mov,asm_code,23
2026-0530-0040,blackwell,mha_bwd_d128,mbarrier.init.shared.b64,mbarrier.init,asm_code,23
2026-0530-0040,blackwell,mha_bwd_d128,mbarrier.try_wait.parity.shared.b64,mbarrier.try_wait,asm_code,23
2026-0530-0040,blackwell,mha_bwd_d128,bra,bra,asm_code,23
2026-0530-0040,blackwell,mha_bwd_d128,ex2.approx.ftz.f32,ex2,asm_code,16
2026-0530-0040,blackwell,mha_bwd_d128,fence.mbarrier_init.release.cluster,fence.mbarrier_init,asm_code,15
2026-0530-0040,blackwell,mha_bwd_d128,mbarrier.arrive.expect_tx.shared::cta.b64,mbarrier.arrive.expect_tx,asm_code,15
2026-0530-0040,blackwell,mha_bwd_d128,cp.async.bulk.tensor.2d.shared::cluster.global.mbarrier::complete_tx::bytes,cp.async.bulk.tensor,asm_code,15
2026-0530-0040,blackwell,mha_bwd_d128,fence.proxy.async.shared::cta,fence.proxy.async,asm_code,12
2026-0530-0040,blackwell,mha_bwd_d128,setmaxnreg.inc.sync.aligned.u32,setmaxnreg,asm_code,8
2026-0530-0040,blackwell,mha_bwd_d128,fence.proxy.async,fence.proxy.async,asm_code,8
2026-0530-0040,blackwell,mha_bwd_d128,st.shared.v4.b32,st.shared,asm_code,7
2026-0530-0140,hopper,mha_with_lse_d128_causal,__nv_bfloat16,cuda_intrinsic,comment_intrinsic,784
2026-0530-0140,hopper,mha_with_lse_d128_causal,__grid_constant__,cuda_intrinsic,comment_intrinsic,123
2026-0530-0140,hopper,mha_with_lse_d128_causal,wgmma.mma_async.sync.aligned.m64n64k16.f32.bf16.bf16,wgmma.mma_async,asm_code,87
2026-0530-0140,hopper,mha_with_lse_d128_causal,mbarrier.init.shared.b64,mbarrier.init,asm_code,40
2026-0530-0140,hopper,mha_with_lse_d128_causal,mbarrier.arrive.expect_tx.shared::cta.b64,mbarrier.arrive.expect_tx,asm_code,40
2026-0530-0140,hopper,mha_with_lse_d128_causal,mbarrier.try_wait.parity.shared.b64,mbarrier.try_wait,asm_code,40
2026-0530-0140,hopper,mha_with_lse_d128_causal,bra,bra,asm_code,40
2026-0530-0140,hopper,mha_with_lse_d128_causal,__shared__,cuda_intrinsic,comment_intrinsic,40
2026-0530-0140,hopper,mha_with_lse_d128_causal,__global__,cuda_intrinsic,comment_intrinsic,40
2026-0530-0140,hopper,mha_with_lse_d128_causal,wgmma.fence.sync.aligned,wgmma.fence,asm_code,40
2026-0530-0140,hopper,mha_with_lse_d128_causal,wgmma.commit_group.sync.aligned,wgmma.commit_group,asm_code,40
2026-0530-0140,hopper,mha_with_lse_d128_causal,wgmma.wait_group.sync.aligned,wgmma.wait_group,asm_code,40
2026-0530-0140,hopper,mha_with_lse_d128_causal,fence.mbarrier_init.release.cluster,fence.mbarrier_init,asm_code,39
2026-0530-0140,hopper,mha_with_lse_d128_causal,fence.proxy.async,fence.proxy.async,asm_code,31
2026-0530-0140,hopper,mha_with_lse_d128_causal,barrier.sync.aligned,barrier.sync,asm_code,26
2026-0530-0140,hopper,mha_with_lse_d128_causal,cp.async.bulk.tensor.2d.shared::cluster.global.mbarrier::complete_tx::bytes,cp.async.bulk.tensor,asm_code,25
2026-0530-0140,hopper,mha_with_lse_d128_causal,mbarrier.arrive.shared::cta.b64,mbarrier.arrive,asm_code,24
2026-0530-0140,hopper,mha_with_lse_d128_causal,ex2.approx.ftz.f32,ex2,asm_code,21
2026-0530-0140,hopper,mha_with_lse_d128_causal,fence.proxy.async.shared::cta,fence.proxy.async,asm_code,17
2026-0530-0140,hopper,mha_with_lse_d128_causal,setmaxnreg.inc.sync.aligned.u32,setmaxnreg,asm_code,12
2026-0530-0140,hopper,mha_with_lse_d128_causal,__align__,cuda_intrinsic,comment_intrinsic,9
2026-0530-0140,hopper,mha_with_lse_d128_causal,mov.b32,mov,asm_code,8
2026-0530-0140,hopper,mha_with_lse_d128_causal,cp.async.bulk.commit_group,cp.async.bulk,asm_code,8
2026-0530-0140,hopper,mha_with_lse_d128_causal,cp.async.bulk.wait_group,cp.async.bulk,asm_code,8
2026-0530-0140,hopper,mha_with_lse_d128_causal,setmaxnreg.dec.sync.aligned.u32,setmaxnreg,asm_code,5
2026-0530-0140,hopper,mha_with_lse_d128_causal,stmatrix.sync.aligned.x2.m8n8.shared.b16,stmatrix,asm_code,1
2026-0530-0240,blackwell,mha_bwd_d128_causal,__nv_bfloat16,cuda_intrinsic,comment_intrinsic,1787
2026-0530-0240,blackwell,mha_bwd_d128_causal,__shared__,cuda_intrinsic,comment_intrinsic,172
2026-0530-0240,blackwell,mha_bwd_d128_causal,__global__,cuda_intrinsic,comment_intrinsic,80
2026-0530-0240,blackwell,mha_bwd_d128_causal,__grid_constant__,cuda_intrinsic,comment_intrinsic,75
2026-0530-0240,blackwell,mha_bwd_d128_causal,setp.ne.b32,setp,asm_code,35
2026-0530-0240,blackwell,mha_bwd_d128_causal,mbarrier.init.shared.b64,mbarrier.init,asm_code,33
2026-0530-0240,blackwell,mha_bwd_d128_causal,mbarrier.try_wait.parity.shared.b64,mbarrier.try_wait,asm_code,33
2026-0530-0240,blackwell,mha_bwd_d128_causal,bra,bra,asm_code,33
2026-0530-0240,blackwell,mha_bwd_d128_causal,cp.async.bulk.shared::cluster.global.mbarrier::complete_tx::bytes,cp.async.bulk,asm_code,30
2026-0530-0240,blackwell,mha_bwd_d128_causal,fence.mbarrier_init.release.cluster,fence.mbarrier_init,asm_code,28
2026-0530-0240,blackwell,mha_bwd_d128_causal,mbarrier.arrive.expect_tx.shared::cta.b64,mbarrier.arrive.expect_tx,asm_code,28
2026-0530-0240,blackwell,mha_bwd_d128_causal,setmaxnreg.inc.sync.aligned.u32,setmaxnreg,asm_code,16
2026-0530-0240,blackwell,mha_bwd_d128_causal,fence.proxy.async,fence.proxy.async,asm_code,16
2026-0530-0240,blackwell,mha_bwd_d128_causal,st.shared.v4.b32,st.shared,asm_code,13
2026-0530-0240,blackwell,mha_bwd_d128_causal,mbarrier.arrive.shared::cta.b64,mbarrier.arrive,asm_code,12
2026-0530-0240,blackwell,mha_bwd_d128_causal,cp.async.bulk.tensor.2d.shared::cluster.global.mbarrier::complete_tx::bytes,cp.async.bulk.tensor,asm_code,12
2026-0530-0240,blackwell,mha_bwd_d128_causal,ex2.approx.ftz.f32,ex2,asm_code,8
2026-0530-0240,blackwell,mha_bwd_d128_causal,mov.b32,mov,asm_code,8
2026-0530-0240,blackwell,mha_bwd_d128_causal,__align__,cuda_intrinsic,comment_intrinsic,8
2026-0530-0240,blackwell,mha_bwd_d128_causal,cp.async.bulk.commit_group,cp.async.bulk,asm_code,6
2026-0530-0240,blackwell,mha_bwd_d128_causal,cp.async.bulk.wait_group,cp.async.bulk,asm_code,6
2026-0530-0240,blackwell,mha_bwd_d128_causal,cp.async.bulk.global.shared::cta.bulk_group,cp.async.bulk,asm_code,6
2026-0530-0240,blackwell,mha_bwd_d128_causal,fence.proxy.async.shared::cta,fence.proxy.async,asm_code,3
2026-0530-0340,hopper,mha_bwd_d128,__nv_bfloat16,cuda_intrinsic,comment_intrinsic,1293
2026-0530-0340,hopper,mha_bwd_d128,__align__,cuda_intrinsic,comment_intrinsic,282
2026-0530-0340,hopper,mha_bwd_d128,__grid_constant__,cuda_intrinsic,comment_intrinsic,256
2026-0530-0340,hopper,mha_bwd_d128,__shared__,cuda_intrinsic,comment_intrinsic,136
2026-0530-0340,hopper,mha_bwd_d128,__global__,cuda_intrinsic,comment_intrinsic,94
2026-0530-0340,hopper,mha_bwd_d128,wgmma.mma_async.sync.aligned.m64n64k16.f32.bf16.bf16,wgmma.mma_async,asm_code,80
2026-0530-0340,hopper,mha_bwd_d128,mbarrier.init.shared.b64,mbarrier.init,asm_code,39
2026-0530-0340,hopper,mha_bwd_d128,mbarrier.arrive.expect_tx.shared::cta.b64,mbarrier.arrive.expect_tx,asm_code,39
2026-0530-0340,hopper,mha_bwd_d128,mbarrier.try_wait.parity.shared.b64,mbarrier.try_wait,asm_code,39
2026-0530-0340,hopper,mha_bwd_d128,bra,bra,asm_code,39
2026-0530-0340,hopper,mha_bwd_d128,fence.proxy.async,fence.proxy.async,asm_code,39
2026-0530-0340,hopper,mha_bwd_d128,wgmma.fence.sync.aligned,wgmma.fence,asm_code,39
2026-0530-0340,hopper,mha_bwd_d128,wgmma.commit_group.sync.aligned,wgmma.commit_group,asm_code,39
2026-0530-0340,hopper,mha_bwd_d128,wgmma.wait_group.sync.aligned,wgmma.wait_group,asm_code,39
2026-0530-0340,hopper,mha_bwd_d128,fence.mbarrier_init.release.cluster,fence.mbarrier_init,asm_code,38
2026-0530-0340,hopper,mha_bwd_d128,setmaxnreg.inc.sync.aligned.u32,setmaxnreg,asm_code,33
2026-0530-0340,hopper,mha_bwd_d128,ex2.approx.ftz.f32,ex2,asm_code,28
2026-0530-0340,hopper,mha_bwd_d128,mbarrier.arrive.shared::cta.b64,mbarrier.arrive,asm_code,22
2026-0530-0340,hopper,mha_bwd_d128,barrier.sync.aligned,barrier.sync,asm_code,17
2026-0530-0340,hopper,mha_bwd_d128,stmatrix.sync.aligned.x2.m8n8.shared.b16,stmatrix,asm_code,16
2026-0530-0340,hopper,mha_bwd_d128,cp.async.bulk.tensor.2d.shared::cluster.global.mbarrier::complete_tx::bytes,cp.async.bulk.tensor,asm_code,15
2026-0530-0340,hopper,mha_bwd_d128,setmaxnreg.dec.sync.aligned.u32,setmaxnreg,asm_code,12
2026-0530-0340,hopper,mha_bwd_d128,fence.proxy.async.shared::cta,fence.proxy.async,asm_code,8
2026-0530-0340,hopper,mha_bwd_d128,mov.u32,mov,asm_code,5
2026-0530-0340,hopper,mha_bwd_d128,barrier.cluster.arrive,barrier.cluster.arrive,asm_code,4
2026-0530-0340,hopper,mha_bwd_d128,cp.async.bulk.tensor.2d.shared::cluster.global.mbarrier::complete_tx::bytes.multicast::cluster.L2::cache_hint,cp.async.bulk.tensor,asm_code,4
2026-0530-0540,hopper,mha_bwd_d128_causal,__nv_bfloat16,cuda_intrinsic,comment_intrinsic,1149
2026-0530-0540,hopper,mha_bwd_d128_causal,__global__,cuda_intrinsic,comment_intrinsic,58
2026-0530-0540,hopper,mha_bwd_d128_causal,__shared__,cuda_intrinsic,comment_intrinsic,51
2026-0530-0540,hopper,mha_bwd_d128_causal,mbarrier.arrive.expect_tx.shared::cta.b64,mbarrier.arrive.expect_tx,asm_code,19
2026-0530-0540,hopper,mha_bwd_d128_causal,mbarrier.init.shared.b64,mbarrier.init,asm_code,17
2026-0530-0540,hopper,mha_bwd_d128_causal,mbarrier.try_wait.parity.shared.b64,mbarrier.try_wait,asm_code,17
2026-0530-0540,hopper,mha_bwd_d128_causal,bra,bra,asm_code,17
2026-0530-0540,hopper,mha_bwd_d128_causal,mbarrier.arrive.shared::cta.b64,mbarrier.arrive,asm_code,17
2026-0530-0540,hopper,mha_bwd_d128_causal,setmaxnreg.inc.sync.aligned.u32,setmaxnreg,asm_code,13
2026-0530-0540,hopper,mha_bwd_d128_causal,elect.sync,elect,asm_code,11
2026-0530-0540,hopper,mha_bwd_d128_causal,mapa.shared::cluster.u32,mapa,asm_code,11
2026-0530-0540,hopper,mha_bwd_d128_causal,__align__,cuda_intrinsic,comment_intrinsic,11
2026-0530-0540,hopper,mha_bwd_d128_causal,__grid_constant__,cuda_intrinsic,comment_intrinsic,10
2026-0530-0540,hopper,mha_bwd_d128_causal,selp.b32,selp,asm_code,10
2026-0530-0540,hopper,mha_bwd_d128_causal,cp.async.bulk.tensor.2d.shared::cluster.global.mbarrier::complete_tx::bytes,cp.async.bulk.tensor,asm_code,9
2026-0530-0540,hopper,mha_bwd_d128_causal,barrier.cluster.arrive,barrier.cluster.arrive,asm_code,8
2026-0530-0540,hopper,mha_bwd_d128_causal,cp.async.bulk.shared::cluster.global.mbarrier::complete_tx::bytes,cp.async.bulk,asm_code,6
2026-0530-0540,hopper,mha_bwd_d128_causal,fence.proxy.async.shared::cta,fence.proxy.async,asm_code,6
2026-0530-0540,hopper,mha_bwd_d128_causal,wgmma.fence.sync.aligned,wgmma.fence,asm_code,5
2026-0530-0540,hopper,mha_bwd_d128_causal,wgmma.mma_async.sync.aligned.m64n64k16.f32.bf16.bf16,wgmma.mma_async,asm_code,3
2026-0530-0540,hopper,mha_bwd_d128_causal,fence.mbarrier_init.release.cluster,fence.mbarrier_init,asm_code,3
2026-0530-0540,hopper,mha_bwd_d128_causal,mov.u32,mov,asm_code,2
2026-0530-0540,hopper,mha_bwd_d128_causal,ex2.approx.ftz.f32,ex2,asm_code,1
2026-0530-0540,hopper,mha_bwd_d128_causal,st.shared.v4.b32,st.shared,asm_code,1
2026-0530-0540,hopper,mha_bwd_d128_causal,setp.ne.b32,setp,asm_code,1
