run,exp,task_definition,task_dim,task_family,feedback_after_turn,retrieved_definition,retrieved_dim,retrieved_family,bm25,best_fixed_kernel_path,retrieved_speedup,next_status,next_speedup
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_000,mha_bwd_d96_causal,d96,bwd,6,mha_bwd_d128,d128,bwd,217.654,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_026/kernel_v0.cu,0.09465520830607273,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_000,mha_bwd_d96_causal,d96,bwd,7,mha_bwd_d128,d128,bwd,207.734,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_026/kernel_v0.cu,0.09465520830607273,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_000,mha_bwd_d96_causal,d96,bwd,8,mha_bwd_d128,d128,bwd,218.284,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_026/kernel_v0.cu,0.09465520830607273,NO_NEXT_EVAL,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_001,mha_bwd_d96_causal,d96,bwd,1,mha_bwd_d128_causal,d128,bwd,105.815,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_120/kernel_v0.cu,0.0018116202510118106,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_001,mha_bwd_d96_causal,d96,bwd,2,mha_bwd_d128_causal,d128,bwd,244.011,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,0.009969547835195842,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_001,mha_bwd_d96_causal,d96,bwd,3,mha_bwd_d128_causal,d128,bwd,229.118,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,0.009969547835195842,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_001,mha_bwd_d96_causal,d96,bwd,4,mha_bwd_d128_causal,d128,bwd,228.057,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,0.009969547835195842,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_001,mha_bwd_d96_causal,d96,bwd,5,mha_bwd_d128_causal,d128,bwd,231.65,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,0.009969547835195842,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_001,mha_bwd_d96_causal,d96,bwd,6,mha_bwd_d128_causal,d128,bwd,139.865,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,0.009969547835195842,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_001,mha_bwd_d96_causal,d96,bwd,7,mha_bwd_d128_causal,d128,bwd,139.865,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,0.009969547835195842,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_001,mha_bwd_d96_causal,d96,bwd,8,mha_bwd_d128_causal,d128,bwd,139.865,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,0.009969547835195842,NO_NEXT_EVAL,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_002,mha_bwd_d96_causal,d96,bwd,1,mha_bwd_d128_causal,d128,bwd,122.103,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_120/kernel_v0.cu,0.0018116202510118106,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_002,mha_bwd_d96_causal,d96,bwd,2,mha_bwd_d128_causal,d128,bwd,241.348,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,0.009969547835195842,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_002,mha_bwd_d96_causal,d96,bwd,3,mha_bwd_d128,d128,bwd,110.753,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_031/kernel_v0.cu,0.02206269168318762,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_002,mha_bwd_d96_causal,d96,bwd,4,mha_bwd_d128,d128,bwd,312.883,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_031/kernel_v0.cu,0.02206269168318762,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_002,mha_bwd_d96_causal,d96,bwd,5,mha_bwd_d128,d128,bwd,312.492,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_031/kernel_v0.cu,0.02206269168318762,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_002,mha_bwd_d96_causal,d96,bwd,6,mha_bwd_d128,d128,bwd,308.024,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_031/kernel_v0.cu,0.02206269168318762,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_002,mha_bwd_d96_causal,d96,bwd,7,mha_bwd_d128,d128,bwd,308.024,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_031/kernel_v0.cu,0.02206269168318762,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_002,mha_bwd_d96_causal,d96,bwd,8,mha_bwd_d128,d128,bwd,308.024,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_031/kernel_v0.cu,0.02206269168318762,NO_NEXT_EVAL,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_003,mha_bwd_d96_causal,d96,bwd,1,mha_bwd_d128,d128,bwd,60.625,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,0.6096974942725756,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_003,mha_bwd_d96_causal,d96,bwd,2,mha_bwd_d128,d128,bwd,376.182,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,0.6096974942725756,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_003,mha_bwd_d96_causal,d96,bwd,3,mha_bwd_d128,d128,bwd,375.35,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,0.6096974942725756,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_003,mha_bwd_d96_causal,d96,bwd,4,mha_bwd_d128,d128,bwd,375.35,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,0.6096974942725756,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_003,mha_bwd_d96_causal,d96,bwd,5,mha_bwd_d128,d128,bwd,356.35,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,0.6096974942725756,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_003,mha_bwd_d96_causal,d96,bwd,6,mha_bwd_d128,d128,bwd,356.35,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,0.6096974942725756,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_003,mha_bwd_d96_causal,d96,bwd,7,mha_bwd_d128,d128,bwd,353.967,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,0.6096974942725756,NO_NEXT_EVAL,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_000,mha_with_lse_d128,d128,fwd,1,mha_bwd_d128,d128,bwd,116.873,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_017/kernel_v0.cu,0.19345954391821188,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_000,mha_with_lse_d128,d128,fwd,2,mha_with_lse_d128,d128,fwd,60.24,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,0.31027020244804865,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_000,mha_with_lse_d128,d128,fwd,3,mha_with_lse_d128,d128,fwd,62.099,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,0.31027020244804865,PASSED,0.323
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_000,mha_with_lse_d128,d128,fwd,5,mha_with_lse_d128,d128,fwd,342.047,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,0.31027020244804865,PASSED,0.328
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_000,mha_with_lse_d128,d128,fwd,7,mha_with_lse_d128,d128,fwd,343.468,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,0.31027020244804865,PASSED,0.336
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_001,mha_with_lse_d128,d128,fwd,1,mha_with_lse_d128_causal,d128,fwd,124.269,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_184/kernel_v0.cu,0.2311101592577377,PASSED,0.417
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_001,mha_with_lse_d128,d128,fwd,3,mha_with_lse_d128_causal,d128,fwd,400.131,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_184/kernel_v0.cu,0.2311101592577377,PASSED,0.503
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_001,mha_with_lse_d128,d128,fwd,5,mha_with_lse_d128_causal,d128,fwd,382.772,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_184/kernel_v0.cu,0.2311101592577377,PASSED,0.499
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_001,mha_with_lse_d128,d128,fwd,8,mha_with_lse_d128_causal,d128,fwd,377.688,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_184/kernel_v0.cu,0.2311101592577377,NO_NEXT_EVAL,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_002,mha_with_lse_d128,d128,fwd,1,mha_with_lse_d128,d128,fwd,30.085,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_006/kernel_v0.cu,0.02552416311905533,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_002,mha_with_lse_d128,d128,fwd,2,mha_with_lse_d128,d128,fwd,54.837,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_006/kernel_v0.cu,0.02552416311905533,PASSED,0.027
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_002,mha_with_lse_d128,d128,fwd,4,mha_with_lse_d128,d128,fwd,452.333,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_006/kernel_v0.cu,0.02552416311905533,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_002,mha_with_lse_d128,d128,fwd,5,mha_with_lse_d128,d128,fwd,452.333,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_006/kernel_v0.cu,0.02552416311905533,PASSED,0.027
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_002,mha_with_lse_d128,d128,fwd,7,mha_with_lse_d128,d128,fwd,443.042,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_006/kernel_v0.cu,0.02552416311905533,PASSED,0.026
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_003,mha_with_lse_d128,d128,fwd,1,mha_with_lse_d128,d128,fwd,171.641,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_066/kernel_v0.cu,0.21998936902376318,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_003,mha_with_lse_d128,d128,fwd,2,mha_with_lse_d128,d128,fwd,465.026,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_067/kernel_v0.cu,0.2027346598152473,PASSED,0.197
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_003,mha_with_lse_d128,d128,fwd,4,mha_with_lse_d128,d128,fwd,541.098,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_067/kernel_v0.cu,0.2027346598152473,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,exp_003,mha_with_lse_d128,d128,fwd,5,mha_with_lse_d128,d128,fwd,541.098,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_067/kernel_v0.cu,0.2027346598152473,PASSED,0.213
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_000,mha_with_lse_d128_causal,d128,fwd,1,mha_with_lse_d128,d128,fwd,169.423,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_066/kernel_v0.cu,0.21998936902376318,PASSED,0.1
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_000,mha_with_lse_d128_causal,d128,fwd,3,mha_with_lse_d128,d128,fwd,394.799,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_067/kernel_v0.cu,0.2027346598152473,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_000,mha_with_lse_d128_causal,d128,fwd,4,mha_with_lse_d128,d128,fwd,468.529,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_067/kernel_v0.cu,0.2027346598152473,PASSED,0.08
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_000,mha_with_lse_d128_causal,d128,fwd,6,mha_with_lse_d128,d128,fwd,500.41,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_066/kernel_v0.cu,0.21998936902376318,PASSED,0.102
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_001,mha_with_lse_d128_causal,d128,fwd,1,mha_with_lse_d128,d128,fwd,216.516,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_012/kernel_v1.cu,0.5424231450860416,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_001,mha_with_lse_d128_causal,d128,fwd,2,mha_with_lse_d128,d128,fwd,286.637,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_012/kernel_v1.cu,0.5424231450860416,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_001,mha_with_lse_d128_causal,d128,fwd,3,mha_with_lse_d128,d128,fwd,286.637,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_012/kernel_v1.cu,0.5424231450860416,PASSED,0.278
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_001,mha_with_lse_d128_causal,d128,fwd,5,mha_with_lse_d128,d128,fwd,276.362,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_012/kernel_v1.cu,0.5424231450860416,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_001,mha_with_lse_d128_causal,d128,fwd,6,mha_with_lse_d128,d128,fwd,227.119,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_066/kernel_v0.cu,0.21998936902376318,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_001,mha_with_lse_d128_causal,d128,fwd,7,mha_with_lse_d128,d128,fwd,270.051,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_012/kernel_v1.cu,0.5424231450860416,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_001,mha_with_lse_d128_causal,d128,fwd,8,mha_with_lse_d128,d128,fwd,276.362,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_012/kernel_v1.cu,0.5424231450860416,NO_NEXT_EVAL,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_002,mha_with_lse_d128_causal,d128,fwd,1,mha_with_lse_d128,d128,fwd,211.504,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,0.31027020244804865,PASSED,0.167
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_002,mha_with_lse_d128_causal,d128,fwd,7,mha_with_lse_d128,d128,fwd,329.634,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,0.31027020244804865,PASSED,0.164
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_003,mha_with_lse_d128_causal,d128,fwd,1,mha_with_lse_d128,d128,fwd,222.932,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,0.31027020244804865,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_003,mha_with_lse_d128_causal,d128,fwd,2,mha_with_lse_d128,d128,fwd,282.814,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,0.31027020244804865,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_003,mha_with_lse_d128_causal,d128,fwd,3,mha_with_lse_d128,d128,fwd,284.717,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,0.31027020244804865,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_003,mha_with_lse_d128_causal,d128,fwd,4,mha_with_lse_d128,d128,fwd,284.717,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,0.31027020244804865,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_003,mha_with_lse_d128_causal,d128,fwd,5,mha_with_lse_d128,d128,fwd,282.482,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,0.31027020244804865,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_003,mha_with_lse_d128_causal,d128,fwd,6,mha_with_lse_d128,d128,fwd,361.084,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,0.31027020244804865,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,exp_003,mha_with_lse_d128_causal,d128,fwd,7,mha_with_lse_d128,d128,fwd,362.256,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,0.31027020244804865,PASSED,0.163
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_000,mha_with_lse_d96,d96,fwd,1,mha_with_lse_d128_causal,d128,fwd,55.672,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_150/kernel_v0.cu,0.48283084781165764,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_000,mha_with_lse_d96,d96,fwd,2,mha_with_lse_d128_causal,d128,fwd,59.683,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_150/kernel_v0.cu,0.48283084781165764,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_000,mha_with_lse_d96,d96,fwd,3,mha_with_lse_d128_causal,d128,fwd,243.194,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_178/kernel_v0.cu,0.15808120694140299,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_000,mha_with_lse_d96,d96,fwd,4,mha_with_lse_d128_causal,d128,fwd,435.593,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_178/kernel_v0.cu,0.15808120694140299,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_000,mha_with_lse_d96,d96,fwd,5,mha_with_lse_d128_causal,d128,fwd,435.593,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_178/kernel_v0.cu,0.15808120694140299,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_000,mha_with_lse_d96,d96,fwd,6,mha_with_lse_d128_causal,d128,fwd,429.205,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_178/kernel_v0.cu,0.15808120694140299,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_000,mha_with_lse_d96,d96,fwd,7,mha_with_lse_d128_causal,d128,fwd,426.185,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_178/kernel_v0.cu,0.15808120694140299,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_000,mha_with_lse_d96,d96,fwd,8,mha_with_lse_d128_causal,d128,fwd,429.205,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_178/kernel_v0.cu,0.15808120694140299,NO_NEXT_EVAL,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_001,mha_with_lse_d96,d96,fwd,1,mha_with_lse_d128,d128,fwd,66.299,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_012/kernel_v1.cu,0.5424231450860416,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_001,mha_with_lse_d96,d96,fwd,2,mha_with_lse_d128,d128,fwd,66.067,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_012/kernel_v1.cu,0.5424231450860416,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_001,mha_with_lse_d96,d96,fwd,3,mha_with_lse_d128,d128,fwd,286.848,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_012/kernel_v1.cu,0.5424231450860416,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_001,mha_with_lse_d96,d96,fwd,4,mha_with_lse_d128,d128,fwd,288.264,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_012/kernel_v1.cu,0.5424231450860416,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_001,mha_with_lse_d96,d96,fwd,5,mha_with_lse_d128,d128,fwd,287.115,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_012/kernel_v1.cu,0.5424231450860416,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_001,mha_with_lse_d96,d96,fwd,6,mha_with_lse_d128,d128,fwd,287.115,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_012/kernel_v1.cu,0.5424231450860416,NO_NEXT_EVAL,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_002,mha_with_lse_d96,d96,fwd,1,mha_with_lse_d128_causal,d128,fwd,37.576,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_192/kernel_v1.cu,0.059750075232943914,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_002,mha_with_lse_d96,d96,fwd,2,mha_with_lse_d128_causal,d128,fwd,578.495,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_192/kernel_v1.cu,0.059750075232943914,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_002,mha_with_lse_d96,d96,fwd,3,mha_with_lse_d128_causal,d128,fwd,528.99,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_192/kernel_v1.cu,0.059750075232943914,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_002,mha_with_lse_d96,d96,fwd,4,mha_with_lse_d128_causal,d128,fwd,540.884,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_192/kernel_v1.cu,0.059750075232943914,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_002,mha_with_lse_d96,d96,fwd,5,mha_with_lse_d128_causal,d128,fwd,540.884,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_192/kernel_v1.cu,0.059750075232943914,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_002,mha_with_lse_d96,d96,fwd,6,mha_with_lse_d128_causal,d128,fwd,541.604,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_192/kernel_v1.cu,0.059750075232943914,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_002,mha_with_lse_d96,d96,fwd,7,mha_with_lse_d128_causal,d128,fwd,562.201,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_192/kernel_v1.cu,0.059750075232943914,FAILED,
