series,distance,pdf,bandwidth
Adjacent turn edits in 2026-0420-2305,1.15312712,1.24707519e-22,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.15477681,9.2401264e-23,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.15642649,6.84008254e-23,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.15807617,5.05874661e-23,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.15972585,3.73785681e-23,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.16137553,2.7593103e-23,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.16302521,2.03505695e-23,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.16467489,1.49951473e-23,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.16632457,1.10388299e-23,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.16797426,8.1188307e-24,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.16962394,5.96570896e-24,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.17127362,4.37954275e-24,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.1729233,3.21213365e-24,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.17457298,2.3537296e-24,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.17622266,1.72312846e-24,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.17787234,1.26030849e-24,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.17952202,9.20946051e-25,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.1811717,6.72341058e-25,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.18282139,4.90391791e-25,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.18447107,3.57350885e-25,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.18612075,2.60162467e-25,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.18777043,1.89231108e-25,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.18942011,1.37511344e-25,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.19106979,9.98349549e-26,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.19271947,7.24143818e-26,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.19436915,5.24765324e-26,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.19601883,3.7992995e-26,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.19766852,2.74814743e-26,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.1993182,1.98597885e-26,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.20096788,1.43386183e-26,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.20261756,1.03427989e-26,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.20426724,7.45361485e-27,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.20591692,5.36653422e-27,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.2075666,3.86028122e-27,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.20921628,2.77422749e-27,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.21086597,1.9918805e-27,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.21251565,1.42883662e-27,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.21416533,1.02399997e-27,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.21581501,7.33188081e-28,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.21746469,5.24479993e-28,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.21911437,3.74835341e-28,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.22076405,2.67639502e-28,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.22241373,1.90922876e-28,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.22406341,1.36070441e-28,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.2257131,9.68874871e-29,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.22736278,6.89238709e-29,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.22901246,4.89857427e-29,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.23066214,3.47830612e-29,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.23231182,2.4675387e-29,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.2339615,1.74887274e-29,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.23561118,1.23837025e-29,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.23726086,8.76074164e-30,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.23891054,6.19197649e-30,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.24056023,4.37235872e-30,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.24220991,3.0846105e-30,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.24385959,2.17411713e-30,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.24550927,1.53095915e-30,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.24715895,1.07706602e-30,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.24880863,7.57040477e-31,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.25045831,5.31610969e-31,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.25210799,3.7296392e-31,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.25375768,2.61419369e-31,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.25540736,1.83065605e-31,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.25705704,1.28077783e-31,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.25870672,8.95238802e-32,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.2603564,6.25175635e-32,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.26200608,4.36177482e-32,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.26365576,3.04034233e-32,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.26530544,2.11728724e-32,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.26695512,1.4731098e-32,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.26860481,1.023973e-32,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.27025449,7.11115165e-33,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.27190417,4.9338895e-33,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.27355385,3.42008533e-33,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.27520353,2.36854973e-33,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.27685321,1.63880061e-33,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.27850289,1.1328379e-33,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.28015257,7.82361491e-34,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.28180225,5.39815315e-34,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.28345194,3.72118258e-34,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.28510162,2.56280048e-34,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.2867513,1.76338302e-34,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.28840098,1.21220634e-34,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.29005066,8.32538803e-35,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.29170034,5.71255583e-35,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.29335002,3.91610627e-35,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.2949997,2.68210957e-35,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.29664939,1.83525578e-35,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.29829907,1.25462726e-35,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.29994875,8.56901448e-36,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.30159843,5.84716121e-36,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.30324811,3.98618356e-36,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.30489779,2.71498575e-36,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.30654747,1.84746342e-36,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.30819715,1.25597842e-36,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.30984683,8.53073669e-37,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.31149652,5.78880514e-37,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.3131462,3.92454539e-37,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.31479588,2.65820098e-37,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.31644556,1.7988059e-37,0.0542234109
Adjacent turn edits in 2026-0420-2305,1.31809524,1.2161267e-37,0.0542234109
Arbitrary kernel pairs from 2026-0420-2305,0,0.0624390177,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.00164968115,0.0664624753,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0032993623,0.0705806708,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.00494904345,0.0747820484,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.00659872461,0.0790542393,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.00824840576,0.0833841627,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.00989808691,0.0877581364,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0115477681,0.0921619957,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0131974492,0.0965812198,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0148471304,0.101001061,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0164968115,0.10540668,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0181464927,0.109783275,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0197961738,0.114116214,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.021445855,0.118391165,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0230955361,0.122594212,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0247452173,0.126711971,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0263948984,0.130731692,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0280445796,0.134641356,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0296942607,0.138429752,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0313439419,0.142086553,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.032993623,0.145602366,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0346433042,0.148968786,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0362929853,0.152178421,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0379426665,0.155224922,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0395923476,0.158102986,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0412420288,0.160808366,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0428917099,0.163337863,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0445413911,0.165689311,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0461910722,0.167861565,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0478407534,0.169854476,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0494904345,0.171668872,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0511401157,0.173306531,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0527897968,0.174770164,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.054439478,0.176063387,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0560891591,0.177190707,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0577388403,0.178157502,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0593885215,0.17897001,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0610382026,0.179635315,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0626878838,0.180161337,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0643375649,0.180556826,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0659872461,0.180831352,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0676369272,0.180995297,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0692866084,0.18105984,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0709362895,0.181036942,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0725859707,0.180939324,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0742356518,0.180780435,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.075885333,0.180574414,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0775350141,0.180336037,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0791846953,0.180080655,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0808343764,0.179824119,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0824840576,0.179582683,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0841337387,0.179372908,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0857834199,0.179211531,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.087433101,0.179115337,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0890827822,0.179101006,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0907324633,0.179184953,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0923821445,0.179383157,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0940318256,0.179710976,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0956815068,0.180182963,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0973311879,0.180812672,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.0989808691,0.181612471,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.10063055,0.18259335,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.102280231,0.183764744,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.103929913,0.185134361,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.105579594,0.18670803,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.107229275,0.188489559,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.108878956,0.190480626,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.110528637,0.192680686,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.112178318,0.19508691,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.113827999,0.197694157,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.115477681,0.200494977,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.117127362,0.203479644,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.118777043,0.206636233,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.120426724,0.209950727,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.122076405,0.21340716,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.123726086,0.216987789,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.125375768,0.220673309,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.127025449,0.224443083,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.12867513,0.228275403,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.130324811,0.232147777,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.131974492,0.236037219,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.133624173,0.239920561,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.135273854,0.243774768,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.136923536,0.247577247,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.138573217,0.251306155,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.140222898,0.25494069,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.141872579,0.25846137,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.14352226,0.261850281,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.145171941,0.265091299,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.146821622,0.268170284,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.148471304,0.271075229,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.150120985,0.273796372,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.151770666,0.276326272,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.153420347,0.278659832,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.155070028,0.280794288,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.156719709,0.282729151,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.158369391,0.284466106,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.160019072,0.286008885,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.161668753,0.287363086,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.163318434,0.288535983,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.164968115,0.289536294,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.166617796,0.290373937,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.168267477,0.291059772,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.169917159,0.291605332,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.17156684,0.29202255,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.173216521,0.292323495,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.174866202,0.292520114,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.176515883,0.292623989,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.178165564,0.292646114,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.179815246,0.292596694,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.181464927,0.292484977,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.183114608,0.292319111,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.184764289,0.292106037,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.18641397,0.291851415,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.188063651,0.291559582,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.189713332,0.291233554,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.191363014,0.290875046,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.193012695,0.290484538,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.194662376,0.290061364,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.196312057,0.289603824,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.197961738,0.289109327,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.199611419,0.288574546,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.2012611,0.28799559,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.202910782,0.28736819,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.204560463,0.286687886,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.206210144,0.285950219,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.207859825,0.285150917,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.209509506,0.284286084,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.211159187,0.283352363,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.212808869,0.282347099,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.21445855,0.281268476,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.216108231,0.280115638,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.217757912,0.278888784,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.219407593,0.277589243,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.221057274,0.27621952,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.222706955,0.274783314,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.224356637,0.273285516,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.226006318,0.271732169,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.227655999,0.270130415,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.22930568,0.26848841,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.230955361,0.266815217,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.232605042,0.265120681,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.234254724,0.263415283,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.235904405,0.261709987,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.237554086,0.260016066,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.239203767,0.25834493,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.240853448,0.256707942,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.242503129,0.255116244,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.24415281,0.25358058,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.245802492,0.252111133,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.247452173,0.250717369,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.249101854,0.249407904,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.250751535,0.248190385,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.252401216,0.247071398,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.254050897,0.246056393,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.255700578,0.245149649,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.25735026,0.244354253,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.258999941,0.243672117,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.260649622,0.243104022,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.262299303,0.242649686,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.263948984,0.242307863,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.265598665,0.242076467,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.267248347,0.241952715,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.268898028,0.24193329,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.270547709,0.242014522,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.27219739,0.242192575,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.273847071,0.242463646,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.275496752,0.242824165,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.277146433,0.243270991,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.278796115,0.243801604,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.280445796,0.244414286,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.282095477,0.245108286,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.283745158,0.245883969,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.285394839,0.246742942,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.28704452,0.24768816,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.288694202,0.248724,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.290343883,0.249856313,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.291993564,0.251092449,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.293643245,0.252441254,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.295292926,0.253913036,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.296942607,0.255519513,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.298592288,0.257273733,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.30024197,0.25918997,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.301891651,0.261283609,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.303541332,0.263571006,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.305191013,0.26606934,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.306840694,0.268796453,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.308490375,0.271770683,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.310140056,0.275010689,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.311789738,0.278535281,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.313439419,0.282363242,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.3150891,0.286513161,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.316738781,0.291003259,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.318388462,0.29585123,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.320038143,0.301074086,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.321687825,0.306688005,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.323337506,0.31270819,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.324987187,0.319148734,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.326636868,0.326022495,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.328286549,0.333340971,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.32993623,0.341114191,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.331585911,0.349350605,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.333235593,0.358056983,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.334885274,0.367238319,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.336534955,0.376897738,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.338184636,0.387036413,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.339834317,0.397653483,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.341483998,0.40874598,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.343133679,0.420308759,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.344783361,0.432334443,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.346433042,0.444813367,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.348082723,0.457733539,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.349732404,0.471080615,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.351382085,0.484837878,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.353031766,0.498986247,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.354681448,0.513504288,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.356331129,0.528368262,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.35798081,0.543552179,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.359630491,0.55902789,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.361280172,0.57476519,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.362929853,0.590731964,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.364579534,0.606894346,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.366229216,0.623216918,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.367878897,0.639662933,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.369528578,0.656194564,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.371178259,0.672773188,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.37282794,0.689359692,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.374477621,0.705914802,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.376127303,0.722399438,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,0.377776984,0.738775086,0.0289029807
