run,task_definition,exp,feedback_after_turn,next_turn,rank,retrieved_definition,speedup,bm25,fixed_variants,current_behavior,next_behavior,best_fixed_kernel_path,source_error_kernel_path,correct_version,wrong_turn,trajectory_id,exp_dir
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,mha_bwd_d128_causal,exp_003,5,6,1,mha_bwd_d128,0.05481790546518846,389.793,1,FAILED:INCORRECT_NUMERICALx1,FAILED:INCORRECT_NUMERICALx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_009/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_002/kernel_t2.cu,0,2,exp_009,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,mha_bwd_d128_causal,exp_003,6,7,1,mha_bwd_d128,0.05481790546518846,413.856,1,FAILED:INCORRECT_NUMERICALx1,FAILED:INCORRECT_NUMERICALx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_009/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_002/kernel_t2.cu,0,2,exp_009,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,mha_bwd_d128_causal,exp_003,7,8,1,mha_bwd_d128,0.05481790546518846,397.465,1,FAILED:INCORRECT_NUMERICALx1,FAILED:INCORRECT_NUMERICALx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_009/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_002/kernel_t2.cu,0,2,exp_009,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,mha_bwd_d128_causal,exp_003,8,9,1,mha_bwd_d128,0.05481790546518846,413.856,1,FAILED:INCORRECT_NUMERICALx1,NO_NEXT_EVAL_OBSERVED,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_009/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_002/kernel_t2.cu,0,2,exp_009,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_000,1,2,1,mha_bwd_d128_causal,0.1593596889916959,144.812,1,COMPILE_ERROR,FAILED:RUNTIME_ERRORx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_103/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_008/kernel_t3.cu,0,3,exp_103,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_000,2,3,1,mha_bwd_d128_causal,0.1593596889916959,156.159,1,FAILED:RUNTIME_ERRORx1,COMPILE_ERROR,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_103/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_008/kernel_t3.cu,0,3,exp_103,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_000,3,4,1,mha_bwd_d128_causal,0.1593596889916959,161.596,1,COMPILE_ERROR,FAILED:INCORRECT_NUMERICALx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_103/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_008/kernel_t3.cu,0,3,exp_103,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_000,4,5,1,mha_bwd_d128_causal,0.1593596889916959,161.596,1,FAILED:INCORRECT_NUMERICALx1,FAILED:INCORRECT_NUMERICALx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_103/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_008/kernel_t3.cu,0,3,exp_103,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_000,5,6,1,mha_bwd_d128_causal,0.1593596889916959,161.596,1,FAILED:INCORRECT_NUMERICALx1,FAILED:INCORRECT_NUMERICALx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_103/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_008/kernel_t3.cu,0,3,exp_103,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_000,6,7,1,mha_bwd_d128_causal,0.1593596889916959,162.559,1,FAILED:INCORRECT_NUMERICALx1,NO_NEXT_EVAL_OBSERVED,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_103/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_008/kernel_t3.cu,0,3,exp_103,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_001,1,2,1,mha_bwd_d128,0.6096974942725756,59.904,1,FAILED:INCORRECT_NUMERICALx1,COMPILE_ERROR,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_012/kernel_t2.cu,0,2,exp_042,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_001,2,3,1,mha_bwd_d128,0.6096974942725756,342.683,1,COMPILE_ERROR,FAILED:RUNTIME_ERRORx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_012/kernel_t2.cu,0,2,exp_042,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_001,3,4,1,mha_bwd_d128,0.6096974942725756,348.851,1,FAILED:RUNTIME_ERRORx1,COMPILE_ERROR,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_012/kernel_t2.cu,0,2,exp_042,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_001,4,5,1,mha_bwd_d128,0.6096974942725756,367.262,1,COMPILE_ERROR,COMPILE_ERROR,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_012/kernel_t2.cu,0,2,exp_042,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_001,5,6,1,mha_bwd_d128,0.6096974942725756,389.295,1,COMPILE_ERROR,FAILED:INCORRECT_NUMERICALx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_012/kernel_t2.cu,0,2,exp_042,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_001,6,7,1,mha_bwd_d128,0.6096974942725756,387.174,1,FAILED:INCORRECT_NUMERICALx1,COMPILE_ERROR,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_012/kernel_t2.cu,0,2,exp_042,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_001,7,8,1,mha_bwd_d128,0.6096974942725756,352.091,1,COMPILE_ERROR,NO_NEXT_EVAL_OBSERVED,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_012/kernel_t2.cu,0,2,exp_042,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_002,1,2,1,mha_bwd_d128,0.6096974942725756,75.295,1,COMPILE_ERROR,FAILED:RUNTIME_ERRORx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_012/kernel_t2.cu,0,2,exp_042,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_002,2,3,1,mha_bwd_d128,0.6096974942725756,380.413,1,FAILED:RUNTIME_ERRORx1,FAILED:INCORRECT_NUMERICALx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_012/kernel_t2.cu,0,2,exp_042,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_002,3,4,1,mha_bwd_d128,0.6096974942725756,381.245,1,FAILED:INCORRECT_NUMERICALx1,FAILED:RUNTIME_ERRORx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_012/kernel_t2.cu,0,2,exp_042,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_002,4,5,1,mha_bwd_d128,0.6096974942725756,379.977,1,FAILED:RUNTIME_ERRORx1,FAILED:RUNTIME_ERRORx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_012/kernel_t2.cu,0,2,exp_042,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_002,5,6,1,mha_bwd_d128,0.6096974942725756,387.615,1,FAILED:RUNTIME_ERRORx1,FAILED:RUNTIME_ERRORx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_012/kernel_t2.cu,0,2,exp_042,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_002,6,7,1,mha_bwd_d128,0.6096974942725756,325.681,1,FAILED:RUNTIME_ERRORx1,FAILED:RUNTIME_ERRORx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_012/kernel_t2.cu,0,2,exp_042,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_002,7,8,1,mha_bwd_d128,0.6096974942725756,330.285,1,FAILED:RUNTIME_ERRORx1,NO_NEXT_EVAL_OBSERVED,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_012/kernel_t2.cu,0,2,exp_042,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_003,1,2,1,mha_bwd_d128_causal,0.0018116202510118106,97.922,1,COMPILE_ERROR,COMPILE_ERROR,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_120/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_013/kernel_t1.cu,0,1,exp_120,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_003,2,3,1,mha_bwd_d128_causal,0.009969547835195842,243.435,2,COMPILE_ERROR,FAILED:RUNTIME_ERRORx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_009/kernel_t0.cu,0,0,exp_104,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_003,3,4,1,mha_bwd_d128_causal,0.009969547835195842,240.748,2,FAILED:RUNTIME_ERRORx1,FAILED:RUNTIME_ERRORx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_009/kernel_t0.cu,0,0,exp_104,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_003,4,5,1,mha_bwd_d128_causal,0.009969547835195842,240.748,2,FAILED:RUNTIME_ERRORx1,COMPILE_ERROR,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_009/kernel_t0.cu,0,0,exp_104,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_003,5,6,1,mha_bwd_d128_causal,0.009969547835195842,240.748,2,COMPILE_ERROR,FAILED:RUNTIME_ERRORx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_009/kernel_t0.cu,0,0,exp_104,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_003,6,7,1,mha_bwd_d128_causal,0.009969547835195842,239.372,2,FAILED:RUNTIME_ERRORx1,FAILED:RUNTIME_ERRORx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_009/kernel_t0.cu,0,0,exp_104,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_003,7,8,1,mha_bwd_d128_causal,0.009969547835195842,243.339,2,FAILED:RUNTIME_ERRORx1,FAILED:RUNTIME_ERRORx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_009/kernel_t0.cu,0,0,exp_104,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,mha_bwd_d96,exp_003,8,9,1,mha_bwd_d128_causal,0.009969547835195842,243.339,2,FAILED:RUNTIME_ERRORx1,NO_NEXT_EVAL_OBSERVED,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_009/kernel_t0.cu,0,0,exp_104,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_000,1,2,1,mha_bwd_d128,0.09465520830607273,73.871,2,FAILED:RUNTIME_ERRORx1,FAILED:INCORRECT_NUMERICALx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_026/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_007/kernel_t1.cu,0,1,exp_026,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_000,2,3,1,mha_bwd_d128,0.09465520830607273,468.283,2,FAILED:INCORRECT_NUMERICALx1,COMPILE_ERROR,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_026/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_007/kernel_t1.cu,0,1,exp_026,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_000,3,4,1,mha_bwd_d128,0.09465520830607273,426.619,2,COMPILE_ERROR,FAILED:RUNTIME_ERRORx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_026/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_007/kernel_t1.cu,0,1,exp_026,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_000,4,5,1,mha_bwd_d128,0.09465520830607273,431.158,2,FAILED:RUNTIME_ERRORx1,COMPILE_ERROR,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_026/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_007/kernel_t1.cu,0,1,exp_026,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_000,5,6,1,mha_bwd_d128,0.09465520830607273,181.81,2,COMPILE_ERROR,COMPILE_ERROR,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_026/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_007/kernel_t1.cu,0,1,exp_026,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_000,6,7,1,mha_bwd_d128,0.09465520830607273,217.654,2,COMPILE_ERROR,FAILED:TIMEOUTx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_026/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_007/kernel_t1.cu,0,1,exp_026,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_000,7,8,1,mha_bwd_d128,0.09465520830607273,207.734,2,FAILED:TIMEOUTx1,FAILED:TIMEOUTx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_026/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_007/kernel_t1.cu,0,1,exp_026,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_000,8,9,1,mha_bwd_d128,0.09465520830607273,218.284,2,FAILED:TIMEOUTx1,NO_NEXT_EVAL_OBSERVED,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_026/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_007/kernel_t1.cu,0,1,exp_026,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_001,1,2,1,mha_bwd_d128_causal,0.0018116202510118106,105.815,1,FAILED:TIMEOUTx1,COMPILE_ERROR,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_120/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_013/kernel_t1.cu,0,1,exp_120,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_001,2,3,1,mha_bwd_d128_causal,0.009969547835195842,244.011,2,COMPILE_ERROR,FAILED:RUNTIME_ERRORx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_009/kernel_t0.cu,0,0,exp_104,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_001,3,4,1,mha_bwd_d128_causal,0.009969547835195842,229.118,2,FAILED:RUNTIME_ERRORx1,FAILED:RUNTIME_ERRORx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_009/kernel_t0.cu,0,0,exp_104,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_001,4,5,1,mha_bwd_d128_causal,0.009969547835195842,228.057,2,FAILED:RUNTIME_ERRORx1,FAILED:TIMEOUTx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_009/kernel_t0.cu,0,0,exp_104,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_001,5,6,1,mha_bwd_d128_causal,0.009969547835195842,231.65,2,FAILED:TIMEOUTx1,COMPILE_ERROR,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_009/kernel_t0.cu,0,0,exp_104,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_001,6,7,1,mha_bwd_d128_causal,0.009969547835195842,139.865,2,COMPILE_ERROR,FAILED:RUNTIME_ERRORx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_009/kernel_t0.cu,0,0,exp_104,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
